primary_key,listing_id,listing_url,name,host_id,host_url,host_name,host_since,host_is_superhost,host_listings_count,host_total_listings_count,latitude,longitude,room_type,accommodates,bedrooms,beds,minimum_nights,maximum_nights,has_availability,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,calculated_host_listings_count,reviews_per_month,date,available,price,adjusted_price
5574,162508,https://www.airbnb.com/rooms/162508,Rental unit in Brooklyn · ★4.27 · 1 bedroom · 1 bed · 1 bath,776645,https://www.airbnb.com/users/show/776645,Placid,7/4/2011,f,2,3,40.67188,-73.95097,Entire home/apt,2,1,1,7,22,t,30,2,2,8/22/2012,5/27/2023,4.27,1,0.23,8/5/2023,f,$150.00 ,$150.00 
5575,162508,https://www.airbnb.com/rooms/162508,Rental unit in Brooklyn · ★4.27 · 1 bedroom · 1 bed · 1 bath,776645,https://www.airbnb.com/users/show/776645,Placid,7/4/2011,f,2,3,40.67188,-73.95097,Entire home/apt,2,1,1,7,22,t,30,2,2,8/22/2012,5/27/2023,4.27,1,0.23,8/6/2023,f,$150.00 ,$150.00 
5576,162508,https://www.airbnb.com/rooms/162508,Rental unit in Brooklyn · ★4.27 · 1 bedroom · 1 bed · 1 bath,776645,https://www.airbnb.com/users/show/776645,Placid,7/4/2011,f,2,3,40.67188,-73.95097,Entire home/apt,2,1,1,7,22,t,30,2,2,8/22/2012,5/27/2023,4.27,1,0.23,8/7/2023,f,$150.00 ,$150.00 
5577,162508,https://www.airbnb.com/rooms/162508,Rental unit in Brooklyn · ★4.27 · 1 bedroom · 1 bed · 1 bath,776645,https://www.airbnb.com/users/show/776645,Placid,7/4/2011,f,2,3,40.67188,-73.95097,Entire home/apt,2,1,1,7,22,t,30,2,2,8/22/2012,5/27/2023,4.27,1,0.23,8/8/2023,f,$150.00 ,$150.00 
5578,162508,https://www.airbnb.com/rooms/162508,Rental unit in Brooklyn · ★4.27 · 1 bedroom · 1 bed · 1 bath,776645,https://www.airbnb.com/users/show/776645,Placid,7/4/2011,f,2,3,40.67188,-73.95097,Entire home/apt,2,1,1,7,22,t,30,2,2,8/22/2012,5/27/2023,4.27,1,0.23,8/9/2023,f,$150.00 ,$150.00 
5579,162508,https://www.airbnb.com/rooms/162508,Rental unit in Brooklyn · ★4.27 · 1 bedroom · 1 bed · 1 bath,776645,https://www.airbnb.com/users/show/776645,Placid,7/4/2011,f,2,3,40.67188,-73.95097,Entire home/apt,2,1,1,7,22,t,30,2,2,8/22/2012,5/27/2023,4.27,1,0.23,8/10/2023,f,$150.00 ,$150.00 
5580,162508,https://www.airbnb.com/rooms/162508,Rental unit in Brooklyn · ★4.27 · 1 bedroom · 1 bed · 1 bath,776645,https://www.airbnb.com/users/show/776645,Placid,7/4/2011,f,2,3,40.67188,-73.95097,Entire home/apt,2,1,1,7,22,t,30,2,2,8/22/2012,5/27/2023,4.27,1,0.23,8/11/2023,f,$150.00 ,$150.00 
5581,162508,https://www.airbnb.com/rooms/162508,Rental unit in Brooklyn · ★4.27 · 1 bedroom · 1 bed · 1 bath,776645,https://www.airbnb.com/users/show/776645,Placid,7/4/2011,f,2,3,40.67188,-73.95097,Entire home/apt,2,1,1,7,22,t,30,2,2,8/22/2012,5/27/2023,4.27,1,0.23,8/12/2023,f,$150.00 ,$150.00 
5582,162508,https://www.airbnb.com/rooms/162508,Rental unit in Brooklyn · ★4.27 · 1 bedroom · 1 bed · 1 bath,776645,https://www.airbnb.com/users/show/776645,Placid,7/4/2011,f,2,3,40.67188,-73.95097,Entire home/apt,2,1,1,7,22,t,30,2,2,8/22/2012,5/27/2023,4.27,1,0.23,8/13/2023,f,$150.00 ,$150.00 
5583,162508,https://www.airbnb.com/rooms/162508,Rental unit in Brooklyn · ★4.27 · 1 bedroom · 1 bed · 1 bath,776645,https://www.airbnb.com/users/show/776645,Placid,7/4/2011,f,2,3,40.67188,-73.95097,Entire home/apt,2,1,1,7,22,t,30,2,2,8/22/2012,5/27/2023,4.27,1,0.23,8/14/2023,f,$150.00 ,$150.00 
5584,162508,https://www.airbnb.com/rooms/162508,Rental unit in Brooklyn · ★4.27 · 1 bedroom · 1 bed · 1 bath,776645,https://www.airbnb.com/users/show/776645,Placid,7/4/2011,f,2,3,40.67188,-73.95097,Entire home/apt,2,1,1,7,22,t,30,2,2,8/22/2012,5/27/2023,4.27,1,0.23,8/15/2023,f,$150.00 ,$150.00 
5585,162508,https://www.airbnb.com/rooms/162508,Rental unit in Brooklyn · ★4.27 · 1 bedroom · 1 bed · 1 bath,776645,https://www.airbnb.com/users/show/776645,Placid,7/4/2011,f,2,3,40.67188,-73.95097,Entire home/apt,2,1,1,7,22,t,30,2,2,8/22/2012,5/27/2023,4.27,1,0.23,8/16/2023,f,$150.00 ,$150.00 
5586,162508,https://www.airbnb.com/rooms/162508,Rental unit in Brooklyn · ★4.27 · 1 bedroom · 1 bed · 1 bath,776645,https://www.airbnb.com/users/show/776645,Placid,7/4/2011,f,2,3,40.67188,-73.95097,Entire home/apt,2,1,1,7,22,t,30,2,2,8/22/2012,5/27/2023,4.27,1,0.23,8/17/2023,f,$150.00 ,$150.00 
5587,162508,https://www.airbnb.com/rooms/162508,Rental unit in Brooklyn · ★4.27 · 1 bedroom · 1 bed · 1 bath,776645,https://www.airbnb.com/users/show/776645,Placid,7/4/2011,f,2,3,40.67188,-73.95097,Entire home/apt,2,1,1,7,22,t,30,2,2,8/22/2012,5/27/2023,4.27,1,0.23,8/18/2023,f,$150.00 ,$150.00 
5588,162508,https://www.airbnb.com/rooms/162508,Rental unit in Brooklyn · ★4.27 · 1 bedroom · 1 bed · 1 bath,776645,https://www.airbnb.com/users/show/776645,Placid,7/4/2011,f,2,3,40.67188,-73.95097,Entire home/apt,2,1,1,7,22,t,30,2,2,8/22/2012,5/27/2023,4.27,1,0.23,8/19/2023,f,$150.00 ,$150.00 
5589,162508,https://www.airbnb.com/rooms/162508,Rental unit in Brooklyn · ★4.27 · 1 bedroom · 1 bed · 1 bath,776645,https://www.airbnb.com/users/show/776645,Placid,7/4/2011,f,2,3,40.67188,-73.95097,Entire home/apt,2,1,1,7,22,t,30,2,2,8/22/2012,5/27/2023,4.27,1,0.23,8/20/2023,f,$150.00 ,$150.00 
5590,162508,https://www.airbnb.com/rooms/162508,Rental unit in Brooklyn · ★4.27 · 1 bedroom · 1 bed · 1 bath,776645,https://www.airbnb.com/users/show/776645,Placid,7/4/2011,f,2,3,40.67188,-73.95097,Entire home/apt,2,1,1,7,22,t,30,2,2,8/22/2012,5/27/2023,4.27,1,0.23,8/21/2023,f,$150.00 ,$150.00 
5591,162508,https://www.airbnb.com/rooms/162508,Rental unit in Brooklyn · ★4.27 · 1 bedroom · 1 bed · 1 bath,776645,https://www.airbnb.com/users/show/776645,Placid,7/4/2011,f,2,3,40.67188,-73.95097,Entire home/apt,2,1,1,7,22,t,30,2,2,8/22/2012,5/27/2023,4.27,1,0.23,8/22/2023,f,$150.00 ,$150.00 
5592,162508,https://www.airbnb.com/rooms/162508,Rental unit in Brooklyn · ★4.27 · 1 bedroom · 1 bed · 1 bath,776645,https://www.airbnb.com/users/show/776645,Placid,7/4/2011,f,2,3,40.67188,-73.95097,Entire home/apt,2,1,1,7,22,t,30,2,2,8/22/2012,5/27/2023,4.27,1,0.23,8/23/2023,f,$150.00 ,$150.00 
5593,162508,https://www.airbnb.com/rooms/162508,Rental unit in Brooklyn · ★4.27 · 1 bedroom · 1 bed · 1 bath,776645,https://www.airbnb.com/users/show/776645,Placid,7/4/2011,f,2,3,40.67188,-73.95097,Entire home/apt,2,1,1,7,22,t,30,2,2,8/22/2012,5/27/2023,4.27,1,0.23,8/24/2023,f,$150.00 ,$150.00 
5594,162508,https://www.airbnb.com/rooms/162508,Rental unit in Brooklyn · ★4.27 · 1 bedroom · 1 bed · 1 bath,776645,https://www.airbnb.com/users/show/776645,Placid,7/4/2011,f,2,3,40.67188,-73.95097,Entire home/apt,2,1,1,7,22,t,30,2,2,8/22/2012,5/27/2023,4.27,1,0.23,8/25/2023,f,$150.00 ,$150.00 
5595,162508,https://www.airbnb.com/rooms/162508,Rental unit in Brooklyn · ★4.27 · 1 bedroom · 1 bed · 1 bath,776645,https://www.airbnb.com/users/show/776645,Placid,7/4/2011,f,2,3,40.67188,-73.95097,Entire home/apt,2,1,1,7,22,t,30,2,2,8/22/2012,5/27/2023,4.27,1,0.23,8/26/2023,f,$150.00 ,$150.00 
5596,162508,https://www.airbnb.com/rooms/162508,Rental unit in Brooklyn · ★4.27 · 1 bedroom · 1 bed · 1 bath,776645,https://www.airbnb.com/users/show/776645,Placid,7/4/2011,f,2,3,40.67188,-73.95097,Entire home/apt,2,1,1,7,22,t,30,2,2,8/22/2012,5/27/2023,4.27,1,0.23,8/27/2023,f,$150.00 ,$150.00 
5597,162508,https://www.airbnb.com/rooms/162508,Rental unit in Brooklyn · ★4.27 · 1 bedroom · 1 bed · 1 bath,776645,https://www.airbnb.com/users/show/776645,Placid,7/4/2011,f,2,3,40.67188,-73.95097,Entire home/apt,2,1,1,7,22,t,30,2,2,8/22/2012,5/27/2023,4.27,1,0.23,8/28/2023,f,$150.00 ,$150.00 
5598,162508,https://www.airbnb.com/rooms/162508,Rental unit in Brooklyn · ★4.27 · 1 bedroom · 1 bed · 1 bath,776645,https://www.airbnb.com/users/show/776645,Placid,7/4/2011,f,2,3,40.67188,-73.95097,Entire home/apt,2,1,1,7,22,t,30,2,2,8/22/2012,5/27/2023,4.27,1,0.23,8/29/2023,f,$150.00 ,$150.00 
5599,162508,https://www.airbnb.com/rooms/162508,Rental unit in Brooklyn · ★4.27 · 1 bedroom · 1 bed · 1 bath,776645,https://www.airbnb.com/users/show/776645,Placid,7/4/2011,f,2,3,40.67188,-73.95097,Entire home/apt,2,1,1,7,22,t,30,2,2,8/22/2012,5/27/2023,4.27,1,0.23,8/30/2023,f,$150.00 ,$150.00 
5600,162508,https://www.airbnb.com/rooms/162508,Rental unit in Brooklyn · ★4.27 · 1 bedroom · 1 bed · 1 bath,776645,https://www.airbnb.com/users/show/776645,Placid,7/4/2011,f,2,3,40.67188,-73.95097,Entire home/apt,2,1,1,7,22,t,30,2,2,8/22/2012,5/27/2023,4.27,1,0.23,8/31/2023,f,$150.00 ,$150.00 
5601,44973,https://www.airbnb.com/rooms/44973,Rental unit in Brooklyn · ★4.64 · Studio · 1 bath,198411,https://www.airbnb.com/users/show/198411,Anastasia,8/11/2010,t,2,5,40.70894,-73.95234,Entire home/apt,2,,,30,180,t,128,3,0,9/24/2010,3/18/2023,4.64,1,0.83,7/31/2023,f,$113.00 ,$113.00 
5602,44973,https://www.airbnb.com/rooms/44973,Rental unit in Brooklyn · ★4.64 · Studio · 1 bath,198411,https://www.airbnb.com/users/show/198411,Anastasia,8/11/2010,t,2,5,40.70894,-73.95234,Entire home/apt,2,,,30,180,t,128,3,0,9/24/2010,3/18/2023,4.64,1,0.83,8/1/2023,t,$113.00 ,$113.00 
5603,44973,https://www.airbnb.com/rooms/44973,Rental unit in Brooklyn · ★4.64 · Studio · 1 bath,198411,https://www.airbnb.com/users/show/198411,Anastasia,8/11/2010,t,2,5,40.70894,-73.95234,Entire home/apt,2,,,30,180,t,128,3,0,9/24/2010,3/18/2023,4.64,1,0.83,8/2/2023,t,$113.00 ,$113.00 
5604,44973,https://www.airbnb.com/rooms/44973,Rental unit in Brooklyn · ★4.64 · Studio · 1 bath,198411,https://www.airbnb.com/users/show/198411,Anastasia,8/11/2010,t,2,5,40.70894,-73.95234,Entire home/apt,2,,,30,180,t,128,3,0,9/24/2010,3/18/2023,4.64,1,0.83,8/3/2023,t,$113.00 ,$113.00 
5605,44973,https://www.airbnb.com/rooms/44973,Rental unit in Brooklyn · ★4.64 · Studio · 1 bath,198411,https://www.airbnb.com/users/show/198411,Anastasia,8/11/2010,t,2,5,40.70894,-73.95234,Entire home/apt,2,,,30,180,t,128,3,0,9/24/2010,3/18/2023,4.64,1,0.83,8/4/2023,t,$113.00 ,$113.00 
5606,44973,https://www.airbnb.com/rooms/44973,Rental unit in Brooklyn · ★4.64 · Studio · 1 bath,198411,https://www.airbnb.com/users/show/198411,Anastasia,8/11/2010,t,2,5,40.70894,-73.95234,Entire home/apt,2,,,30,180,t,128,3,0,9/24/2010,3/18/2023,4.64,1,0.83,8/5/2023,t,$145.00 ,$145.00 
5607,44973,https://www.airbnb.com/rooms/44973,Rental unit in Brooklyn · ★4.64 · Studio · 1 bath,198411,https://www.airbnb.com/users/show/198411,Anastasia,8/11/2010,t,2,5,40.70894,-73.95234,Entire home/apt,2,,,30,180,t,128,3,0,9/24/2010,3/18/2023,4.64,1,0.83,8/6/2023,t,$113.00 ,$113.00 
5608,44973,https://www.airbnb.com/rooms/44973,Rental unit in Brooklyn · ★4.64 · Studio · 1 bath,198411,https://www.airbnb.com/users/show/198411,Anastasia,8/11/2010,t,2,5,40.70894,-73.95234,Entire home/apt,2,,,30,180,t,128,3,0,9/24/2010,3/18/2023,4.64,1,0.83,8/7/2023,t,$113.00 ,$113.00 
5609,44973,https://www.airbnb.com/rooms/44973,Rental unit in Brooklyn · ★4.64 · Studio · 1 bath,198411,https://www.airbnb.com/users/show/198411,Anastasia,8/11/2010,t,2,5,40.70894,-73.95234,Entire home/apt,2,,,30,180,t,128,3,0,9/24/2010,3/18/2023,4.64,1,0.83,8/8/2023,t,$113.00 ,$113.00 
5610,44973,https://www.airbnb.com/rooms/44973,Rental unit in Brooklyn · ★4.64 · Studio · 1 bath,198411,https://www.airbnb.com/users/show/198411,Anastasia,8/11/2010,t,2,5,40.70894,-73.95234,Entire home/apt,2,,,30,180,t,128,3,0,9/24/2010,3/18/2023,4.64,1,0.83,8/9/2023,t,$113.00 ,$113.00 
5611,44973,https://www.airbnb.com/rooms/44973,Rental unit in Brooklyn · ★4.64 · Studio · 1 bath,198411,https://www.airbnb.com/users/show/198411,Anastasia,8/11/2010,t,2,5,40.70894,-73.95234,Entire home/apt,2,,,30,180,t,128,3,0,9/24/2010,3/18/2023,4.64,1,0.83,8/10/2023,t,$113.00 ,$113.00 
5612,44973,https://www.airbnb.com/rooms/44973,Rental unit in Brooklyn · ★4.64 · Studio · 1 bath,198411,https://www.airbnb.com/users/show/198411,Anastasia,8/11/2010,t,2,5,40.70894,-73.95234,Entire home/apt,2,,,30,180,t,128,3,0,9/24/2010,3/18/2023,4.64,1,0.83,8/11/2023,t,$115.00 ,$115.00 
5613,44973,https://www.airbnb.com/rooms/44973,Rental unit in Brooklyn · ★4.64 · Studio · 1 bath,198411,https://www.airbnb.com/users/show/198411,Anastasia,8/11/2010,t,2,5,40.70894,-73.95234,Entire home/apt,2,,,30,180,t,128,3,0,9/24/2010,3/18/2023,4.64,1,0.83,8/12/2023,t,$155.00 ,$155.00 
5614,44973,https://www.airbnb.com/rooms/44973,Rental unit in Brooklyn · ★4.64 · Studio · 1 bath,198411,https://www.airbnb.com/users/show/198411,Anastasia,8/11/2010,t,2,5,40.70894,-73.95234,Entire home/apt,2,,,30,180,t,128,3,0,9/24/2010,3/18/2023,4.64,1,0.83,8/13/2023,t,$113.00 ,$113.00 
5615,44973,https://www.airbnb.com/rooms/44973,Rental unit in Brooklyn · ★4.64 · Studio · 1 bath,198411,https://www.airbnb.com/users/show/198411,Anastasia,8/11/2010,t,2,5,40.70894,-73.95234,Entire home/apt,2,,,30,180,t,128,3,0,9/24/2010,3/18/2023,4.64,1,0.83,8/14/2023,t,$113.00 ,$113.00 
5616,44973,https://www.airbnb.com/rooms/44973,Rental unit in Brooklyn · ★4.64 · Studio · 1 bath,198411,https://www.airbnb.com/users/show/198411,Anastasia,8/11/2010,t,2,5,40.70894,-73.95234,Entire home/apt,2,,,30,180,t,128,3,0,9/24/2010,3/18/2023,4.64,1,0.83,8/15/2023,t,$113.00 ,$113.00 
5617,44973,https://www.airbnb.com/rooms/44973,Rental unit in Brooklyn · ★4.64 · Studio · 1 bath,198411,https://www.airbnb.com/users/show/198411,Anastasia,8/11/2010,t,2,5,40.70894,-73.95234,Entire home/apt,2,,,30,180,t,128,3,0,9/24/2010,3/18/2023,4.64,1,0.83,8/16/2023,t,$113.00 ,$113.00 
5618,44973,https://www.airbnb.com/rooms/44973,Rental unit in Brooklyn · ★4.64 · Studio · 1 bath,198411,https://www.airbnb.com/users/show/198411,Anastasia,8/11/2010,t,2,5,40.70894,-73.95234,Entire home/apt,2,,,30,180,t,128,3,0,9/24/2010,3/18/2023,4.64,1,0.83,8/17/2023,t,$113.00 ,$113.00 
5619,44973,https://www.airbnb.com/rooms/44973,Rental unit in Brooklyn · ★4.64 · Studio · 1 bath,198411,https://www.airbnb.com/users/show/198411,Anastasia,8/11/2010,t,2,5,40.70894,-73.95234,Entire home/apt,2,,,30,180,t,128,3,0,9/24/2010,3/18/2023,4.64,1,0.83,8/18/2023,t,$153.00 ,$153.00 
5620,44973,https://www.airbnb.com/rooms/44973,Rental unit in Brooklyn · ★4.64 · Studio · 1 bath,198411,https://www.airbnb.com/users/show/198411,Anastasia,8/11/2010,t,2,5,40.70894,-73.95234,Entire home/apt,2,,,30,180,t,128,3,0,9/24/2010,3/18/2023,4.64,1,0.83,8/19/2023,t,$184.00 ,$184.00 
5621,44973,https://www.airbnb.com/rooms/44973,Rental unit in Brooklyn · ★4.64 · Studio · 1 bath,198411,https://www.airbnb.com/users/show/198411,Anastasia,8/11/2010,t,2,5,40.70894,-73.95234,Entire home/apt,2,,,30,180,t,128,3,0,9/24/2010,3/18/2023,4.64,1,0.83,8/20/2023,t,$139.00 ,$139.00 
5622,44973,https://www.airbnb.com/rooms/44973,Rental unit in Brooklyn · ★4.64 · Studio · 1 bath,198411,https://www.airbnb.com/users/show/198411,Anastasia,8/11/2010,t,2,5,40.70894,-73.95234,Entire home/apt,2,,,30,180,t,128,3,0,9/24/2010,3/18/2023,4.64,1,0.83,8/21/2023,t,$106.00 ,$106.00 
5623,44973,https://www.airbnb.com/rooms/44973,Rental unit in Brooklyn · ★4.64 · Studio · 1 bath,198411,https://www.airbnb.com/users/show/198411,Anastasia,8/11/2010,t,2,5,40.70894,-73.95234,Entire home/apt,2,,,30,180,t,128,3,0,9/24/2010,3/18/2023,4.64,1,0.83,8/22/2023,t,$113.00 ,$113.00 
5624,44973,https://www.airbnb.com/rooms/44973,Rental unit in Brooklyn · ★4.64 · Studio · 1 bath,198411,https://www.airbnb.com/users/show/198411,Anastasia,8/11/2010,t,2,5,40.70894,-73.95234,Entire home/apt,2,,,30,180,t,128,3,0,9/24/2010,3/18/2023,4.64,1,0.83,8/23/2023,t,$110.00 ,$110.00 
5625,44973,https://www.airbnb.com/rooms/44973,Rental unit in Brooklyn · ★4.64 · Studio · 1 bath,198411,https://www.airbnb.com/users/show/198411,Anastasia,8/11/2010,t,2,5,40.70894,-73.95234,Entire home/apt,2,,,30,180,t,128,3,0,9/24/2010,3/18/2023,4.64,1,0.83,8/24/2023,t,$119.00 ,$119.00 
5626,44973,https://www.airbnb.com/rooms/44973,Rental unit in Brooklyn · ★4.64 · Studio · 1 bath,198411,https://www.airbnb.com/users/show/198411,Anastasia,8/11/2010,t,2,5,40.70894,-73.95234,Entire home/apt,2,,,30,180,t,128,3,0,9/24/2010,3/18/2023,4.64,1,0.83,8/25/2023,t,$180.00 ,$180.00 
5627,44973,https://www.airbnb.com/rooms/44973,Rental unit in Brooklyn · ★4.64 · Studio · 1 bath,198411,https://www.airbnb.com/users/show/198411,Anastasia,8/11/2010,t,2,5,40.70894,-73.95234,Entire home/apt,2,,,30,180,t,128,3,0,9/24/2010,3/18/2023,4.64,1,0.83,8/26/2023,t,$204.00 ,$204.00 
5628,44973,https://www.airbnb.com/rooms/44973,Rental unit in Brooklyn · ★4.64 · Studio · 1 bath,198411,https://www.airbnb.com/users/show/198411,Anastasia,8/11/2010,t,2,5,40.70894,-73.95234,Entire home/apt,2,,,30,180,t,128,3,0,9/24/2010,3/18/2023,4.64,1,0.83,8/27/2023,t,$151.00 ,$151.00 
5629,44973,https://www.airbnb.com/rooms/44973,Rental unit in Brooklyn · ★4.64 · Studio · 1 bath,198411,https://www.airbnb.com/users/show/198411,Anastasia,8/11/2010,t,2,5,40.70894,-73.95234,Entire home/apt,2,,,30,180,t,128,3,0,9/24/2010,3/18/2023,4.64,1,0.83,8/28/2023,t,$113.00 ,$113.00 
5630,44973,https://www.airbnb.com/rooms/44973,Rental unit in Brooklyn · ★4.64 · Studio · 1 bath,198411,https://www.airbnb.com/users/show/198411,Anastasia,8/11/2010,t,2,5,40.70894,-73.95234,Entire home/apt,2,,,30,180,t,128,3,0,9/24/2010,3/18/2023,4.64,1,0.83,8/29/2023,t,$109.00 ,$109.00 
5631,44973,https://www.airbnb.com/rooms/44973,Rental unit in Brooklyn · ★4.64 · Studio · 1 bath,198411,https://www.airbnb.com/users/show/198411,Anastasia,8/11/2010,t,2,5,40.70894,-73.95234,Entire home/apt,2,,,30,180,t,128,3,0,9/24/2010,3/18/2023,4.64,1,0.83,8/30/2023,t,$118.00 ,$118.00 
5632,44973,https://www.airbnb.com/rooms/44973,Rental unit in Brooklyn · ★4.64 · Studio · 1 bath,198411,https://www.airbnb.com/users/show/198411,Anastasia,8/11/2010,t,2,5,40.70894,-73.95234,Entire home/apt,2,,,30,180,t,128,3,0,9/24/2010,3/18/2023,4.64,1,0.83,8/31/2023,t,$109.00 ,$109.00 
5633,163814,https://www.airbnb.com/rooms/163814,Rental unit in New York · ★4.15 · 1 bedroom · 3 beds · 1 bath,627217,https://www.airbnb.com/users/show/627217,Seith,5/26/2011,f,3,33,40.72641,-73.98711,Entire home/apt,5,1,3,2,28,t,447,47,2,8/23/2011,6/4/2023,4.15,2,3.11,7/31/2023,t,$205.00 ,$205.00 
5634,163814,https://www.airbnb.com/rooms/163814,Rental unit in New York · ★4.15 · 1 bedroom · 3 beds · 1 bath,627217,https://www.airbnb.com/users/show/627217,Seith,5/26/2011,f,3,33,40.72641,-73.98711,Entire home/apt,5,1,3,2,28,t,447,47,2,8/23/2011,6/4/2023,4.15,2,3.11,8/1/2023,f,$205.00 ,$205.00 
5635,163814,https://www.airbnb.com/rooms/163814,Rental unit in New York · ★4.15 · 1 bedroom · 3 beds · 1 bath,627217,https://www.airbnb.com/users/show/627217,Seith,5/26/2011,f,3,33,40.72641,-73.98711,Entire home/apt,5,1,3,2,28,t,447,47,2,8/23/2011,6/4/2023,4.15,2,3.11,8/2/2023,f,$205.00 ,$205.00 
5636,163814,https://www.airbnb.com/rooms/163814,Rental unit in New York · ★4.15 · 1 bedroom · 3 beds · 1 bath,627217,https://www.airbnb.com/users/show/627217,Seith,5/26/2011,f,3,33,40.72641,-73.98711,Entire home/apt,5,1,3,2,28,t,447,47,2,8/23/2011,6/4/2023,4.15,2,3.11,8/3/2023,f,$205.00 ,$205.00 
5637,163814,https://www.airbnb.com/rooms/163814,Rental unit in New York · ★4.15 · 1 bedroom · 3 beds · 1 bath,627217,https://www.airbnb.com/users/show/627217,Seith,5/26/2011,f,3,33,40.72641,-73.98711,Entire home/apt,5,1,3,2,28,t,447,47,2,8/23/2011,6/4/2023,4.15,2,3.11,8/4/2023,f,$205.00 ,$205.00 
5638,163814,https://www.airbnb.com/rooms/163814,Rental unit in New York · ★4.15 · 1 bedroom · 3 beds · 1 bath,627217,https://www.airbnb.com/users/show/627217,Seith,5/26/2011,f,3,33,40.72641,-73.98711,Entire home/apt,5,1,3,2,28,t,447,47,2,8/23/2011,6/4/2023,4.15,2,3.11,8/5/2023,f,$205.00 ,$205.00 
5639,163814,https://www.airbnb.com/rooms/163814,Rental unit in New York · ★4.15 · 1 bedroom · 3 beds · 1 bath,627217,https://www.airbnb.com/users/show/627217,Seith,5/26/2011,f,3,33,40.72641,-73.98711,Entire home/apt,5,1,3,2,28,t,447,47,2,8/23/2011,6/4/2023,4.15,2,3.11,8/6/2023,f,$205.00 ,$205.00 
5640,163814,https://www.airbnb.com/rooms/163814,Rental unit in New York · ★4.15 · 1 bedroom · 3 beds · 1 bath,627217,https://www.airbnb.com/users/show/627217,Seith,5/26/2011,f,3,33,40.72641,-73.98711,Entire home/apt,5,1,3,2,28,t,447,47,2,8/23/2011,6/4/2023,4.15,2,3.11,8/7/2023,t,$205.00 ,$205.00 
5641,163814,https://www.airbnb.com/rooms/163814,Rental unit in New York · ★4.15 · 1 bedroom · 3 beds · 1 bath,627217,https://www.airbnb.com/users/show/627217,Seith,5/26/2011,f,3,33,40.72641,-73.98711,Entire home/apt,5,1,3,2,28,t,447,47,2,8/23/2011,6/4/2023,4.15,2,3.11,8/8/2023,f,$205.00 ,$205.00 
5642,163814,https://www.airbnb.com/rooms/163814,Rental unit in New York · ★4.15 · 1 bedroom · 3 beds · 1 bath,627217,https://www.airbnb.com/users/show/627217,Seith,5/26/2011,f,3,33,40.72641,-73.98711,Entire home/apt,5,1,3,2,28,t,447,47,2,8/23/2011,6/4/2023,4.15,2,3.11,8/9/2023,f,$205.00 ,$205.00 
5643,163814,https://www.airbnb.com/rooms/163814,Rental unit in New York · ★4.15 · 1 bedroom · 3 beds · 1 bath,627217,https://www.airbnb.com/users/show/627217,Seith,5/26/2011,f,3,33,40.72641,-73.98711,Entire home/apt,5,1,3,2,28,t,447,47,2,8/23/2011,6/4/2023,4.15,2,3.11,8/10/2023,f,$205.00 ,$205.00 
5644,163814,https://www.airbnb.com/rooms/163814,Rental unit in New York · ★4.15 · 1 bedroom · 3 beds · 1 bath,627217,https://www.airbnb.com/users/show/627217,Seith,5/26/2011,f,3,33,40.72641,-73.98711,Entire home/apt,5,1,3,2,28,t,447,47,2,8/23/2011,6/4/2023,4.15,2,3.11,8/11/2023,f,$205.00 ,$205.00 
5645,163814,https://www.airbnb.com/rooms/163814,Rental unit in New York · ★4.15 · 1 bedroom · 3 beds · 1 bath,627217,https://www.airbnb.com/users/show/627217,Seith,5/26/2011,f,3,33,40.72641,-73.98711,Entire home/apt,5,1,3,2,28,t,447,47,2,8/23/2011,6/4/2023,4.15,2,3.11,8/12/2023,f,$205.00 ,$205.00 
5646,163814,https://www.airbnb.com/rooms/163814,Rental unit in New York · ★4.15 · 1 bedroom · 3 beds · 1 bath,627217,https://www.airbnb.com/users/show/627217,Seith,5/26/2011,f,3,33,40.72641,-73.98711,Entire home/apt,5,1,3,2,28,t,447,47,2,8/23/2011,6/4/2023,4.15,2,3.11,8/13/2023,f,$205.00 ,$205.00 
5647,163814,https://www.airbnb.com/rooms/163814,Rental unit in New York · ★4.15 · 1 bedroom · 3 beds · 1 bath,627217,https://www.airbnb.com/users/show/627217,Seith,5/26/2011,f,3,33,40.72641,-73.98711,Entire home/apt,5,1,3,2,28,t,447,47,2,8/23/2011,6/4/2023,4.15,2,3.11,8/14/2023,t,$205.00 ,$205.00 
5648,163814,https://www.airbnb.com/rooms/163814,Rental unit in New York · ★4.15 · 1 bedroom · 3 beds · 1 bath,627217,https://www.airbnb.com/users/show/627217,Seith,5/26/2011,f,3,33,40.72641,-73.98711,Entire home/apt,5,1,3,2,28,t,447,47,2,8/23/2011,6/4/2023,4.15,2,3.11,8/15/2023,f,$179.00 ,$179.00 
5649,163814,https://www.airbnb.com/rooms/163814,Rental unit in New York · ★4.15 · 1 bedroom · 3 beds · 1 bath,627217,https://www.airbnb.com/users/show/627217,Seith,5/26/2011,f,3,33,40.72641,-73.98711,Entire home/apt,5,1,3,2,28,t,447,47,2,8/23/2011,6/4/2023,4.15,2,3.11,8/16/2023,f,$179.00 ,$179.00 
