primary_key,listing_id,listing_url,name,host_id,host_url,host_name,host_since,host_is_superhost,host_listings_count,host_total_listings_count,latitude,longitude,room_type,accommodates,bedrooms,beds,minimum_nights,maximum_nights,has_availability,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,calculated_host_listings_count,reviews_per_month,date,available,price,adjusted_price
456,5803,https://www.airbnb.com/rooms/5803,Townhouse in Brooklyn · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,9744,https://www.airbnb.com/users/show/9744,Laurie,3/10/2009,,3,3,40.66801,-73.98784,Private room,2,,1,3,30,t,233,21,2,4/23/2009,5/15/2023,4.71,3,1.36,8/7/2023,t,$135.00 ,$135.00 
457,5803,https://www.airbnb.com/rooms/5803,Townhouse in Brooklyn · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,9744,https://www.airbnb.com/users/show/9744,Laurie,3/10/2009,,3,3,40.66801,-73.98784,Private room,2,,1,3,30,t,233,21,2,4/23/2009,5/15/2023,4.71,3,1.36,8/8/2023,t,$135.00 ,$135.00 
458,5803,https://www.airbnb.com/rooms/5803,Townhouse in Brooklyn · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,9744,https://www.airbnb.com/users/show/9744,Laurie,3/10/2009,,3,3,40.66801,-73.98784,Private room,2,,1,3,30,t,233,21,2,4/23/2009,5/15/2023,4.71,3,1.36,8/9/2023,t,$135.00 ,$135.00 
459,5803,https://www.airbnb.com/rooms/5803,Townhouse in Brooklyn · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,9744,https://www.airbnb.com/users/show/9744,Laurie,3/10/2009,,3,3,40.66801,-73.98784,Private room,2,,1,3,30,t,233,21,2,4/23/2009,5/15/2023,4.71,3,1.36,8/10/2023,t,$135.00 ,$135.00 
460,5803,https://www.airbnb.com/rooms/5803,Townhouse in Brooklyn · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,9744,https://www.airbnb.com/users/show/9744,Laurie,3/10/2009,,3,3,40.66801,-73.98784,Private room,2,,1,3,30,t,233,21,2,4/23/2009,5/15/2023,4.71,3,1.36,8/11/2023,t,$135.00 ,$135.00 
461,5803,https://www.airbnb.com/rooms/5803,Townhouse in Brooklyn · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,9744,https://www.airbnb.com/users/show/9744,Laurie,3/10/2009,,3,3,40.66801,-73.98784,Private room,2,,1,3,30,t,233,21,2,4/23/2009,5/15/2023,4.71,3,1.36,8/12/2023,t,$135.00 ,$135.00 
462,5803,https://www.airbnb.com/rooms/5803,Townhouse in Brooklyn · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,9744,https://www.airbnb.com/users/show/9744,Laurie,3/10/2009,,3,3,40.66801,-73.98784,Private room,2,,1,3,30,t,233,21,2,4/23/2009,5/15/2023,4.71,3,1.36,8/13/2023,t,$135.00 ,$135.00 
463,5803,https://www.airbnb.com/rooms/5803,Townhouse in Brooklyn · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,9744,https://www.airbnb.com/users/show/9744,Laurie,3/10/2009,,3,3,40.66801,-73.98784,Private room,2,,1,3,30,t,233,21,2,4/23/2009,5/15/2023,4.71,3,1.36,8/14/2023,t,$135.00 ,$135.00 
464,5803,https://www.airbnb.com/rooms/5803,Townhouse in Brooklyn · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,9744,https://www.airbnb.com/users/show/9744,Laurie,3/10/2009,,3,3,40.66801,-73.98784,Private room,2,,1,3,30,t,233,21,2,4/23/2009,5/15/2023,4.71,3,1.36,8/15/2023,t,$135.00 ,$135.00 
465,5803,https://www.airbnb.com/rooms/5803,Townhouse in Brooklyn · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,9744,https://www.airbnb.com/users/show/9744,Laurie,3/10/2009,,3,3,40.66801,-73.98784,Private room,2,,1,3,30,t,233,21,2,4/23/2009,5/15/2023,4.71,3,1.36,8/16/2023,t,$135.00 ,$135.00 
466,5803,https://www.airbnb.com/rooms/5803,Townhouse in Brooklyn · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,9744,https://www.airbnb.com/users/show/9744,Laurie,3/10/2009,,3,3,40.66801,-73.98784,Private room,2,,1,3,30,t,233,21,2,4/23/2009,5/15/2023,4.71,3,1.36,8/17/2023,t,$135.00 ,$135.00 
467,5803,https://www.airbnb.com/rooms/5803,Townhouse in Brooklyn · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,9744,https://www.airbnb.com/users/show/9744,Laurie,3/10/2009,,3,3,40.66801,-73.98784,Private room,2,,1,3,30,t,233,21,2,4/23/2009,5/15/2023,4.71,3,1.36,8/18/2023,t,$135.00 ,$135.00 
468,5803,https://www.airbnb.com/rooms/5803,Townhouse in Brooklyn · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,9744,https://www.airbnb.com/users/show/9744,Laurie,3/10/2009,,3,3,40.66801,-73.98784,Private room,2,,1,3,30,t,233,21,2,4/23/2009,5/15/2023,4.71,3,1.36,8/19/2023,t,$135.00 ,$135.00 
469,5803,https://www.airbnb.com/rooms/5803,Townhouse in Brooklyn · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,9744,https://www.airbnb.com/users/show/9744,Laurie,3/10/2009,,3,3,40.66801,-73.98784,Private room,2,,1,3,30,t,233,21,2,4/23/2009,5/15/2023,4.71,3,1.36,8/20/2023,t,$135.00 ,$135.00 
470,5803,https://www.airbnb.com/rooms/5803,Townhouse in Brooklyn · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,9744,https://www.airbnb.com/users/show/9744,Laurie,3/10/2009,,3,3,40.66801,-73.98784,Private room,2,,1,3,30,t,233,21,2,4/23/2009,5/15/2023,4.71,3,1.36,8/21/2023,t,$135.00 ,$135.00 
471,5803,https://www.airbnb.com/rooms/5803,Townhouse in Brooklyn · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,9744,https://www.airbnb.com/users/show/9744,Laurie,3/10/2009,,3,3,40.66801,-73.98784,Private room,2,,1,3,30,t,233,21,2,4/23/2009,5/15/2023,4.71,3,1.36,8/22/2023,t,$135.00 ,$135.00 
472,5803,https://www.airbnb.com/rooms/5803,Townhouse in Brooklyn · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,9744,https://www.airbnb.com/users/show/9744,Laurie,3/10/2009,,3,3,40.66801,-73.98784,Private room,2,,1,3,30,t,233,21,2,4/23/2009,5/15/2023,4.71,3,1.36,8/23/2023,t,$135.00 ,$135.00 
473,5803,https://www.airbnb.com/rooms/5803,Townhouse in Brooklyn · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,9744,https://www.airbnb.com/users/show/9744,Laurie,3/10/2009,,3,3,40.66801,-73.98784,Private room,2,,1,3,30,t,233,21,2,4/23/2009,5/15/2023,4.71,3,1.36,8/24/2023,t,$135.00 ,$135.00 
474,5803,https://www.airbnb.com/rooms/5803,Townhouse in Brooklyn · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,9744,https://www.airbnb.com/users/show/9744,Laurie,3/10/2009,,3,3,40.66801,-73.98784,Private room,2,,1,3,30,t,233,21,2,4/23/2009,5/15/2023,4.71,3,1.36,8/25/2023,t,$135.00 ,$135.00 
475,5803,https://www.airbnb.com/rooms/5803,Townhouse in Brooklyn · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,9744,https://www.airbnb.com/users/show/9744,Laurie,3/10/2009,,3,3,40.66801,-73.98784,Private room,2,,1,3,30,t,233,21,2,4/23/2009,5/15/2023,4.71,3,1.36,8/26/2023,t,$135.00 ,$135.00 
476,5803,https://www.airbnb.com/rooms/5803,Townhouse in Brooklyn · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,9744,https://www.airbnb.com/users/show/9744,Laurie,3/10/2009,,3,3,40.66801,-73.98784,Private room,2,,1,3,30,t,233,21,2,4/23/2009,5/15/2023,4.71,3,1.36,8/27/2023,t,$135.00 ,$135.00 
477,5803,https://www.airbnb.com/rooms/5803,Townhouse in Brooklyn · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,9744,https://www.airbnb.com/users/show/9744,Laurie,3/10/2009,,3,3,40.66801,-73.98784,Private room,2,,1,3,30,t,233,21,2,4/23/2009,5/15/2023,4.71,3,1.36,8/28/2023,t,$135.00 ,$135.00 
478,5803,https://www.airbnb.com/rooms/5803,Townhouse in Brooklyn · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,9744,https://www.airbnb.com/users/show/9744,Laurie,3/10/2009,,3,3,40.66801,-73.98784,Private room,2,,1,3,30,t,233,21,2,4/23/2009,5/15/2023,4.71,3,1.36,8/29/2023,t,$135.00 ,$135.00 
479,5803,https://www.airbnb.com/rooms/5803,Townhouse in Brooklyn · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,9744,https://www.airbnb.com/users/show/9744,Laurie,3/10/2009,,3,3,40.66801,-73.98784,Private room,2,,1,3,30,t,233,21,2,4/23/2009,5/15/2023,4.71,3,1.36,8/30/2023,t,$135.00 ,$135.00 
480,5803,https://www.airbnb.com/rooms/5803,Townhouse in Brooklyn · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,9744,https://www.airbnb.com/users/show/9744,Laurie,3/10/2009,,3,3,40.66801,-73.98784,Private room,2,,1,3,30,t,233,21,2,4/23/2009,5/15/2023,4.71,3,1.36,8/31/2023,t,$135.00 ,$135.00 
481,16338,https://www.airbnb.com/rooms/16338,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,63613,https://www.airbnb.com/users/show/63613,Patricia,12/16/2009,,2,3,40.69121,-73.96804,Private room,1,,1,30,200,t,32,3,1,1/2/2010,5/31/2023,4.64,2,0.2,7/31/2023,t,$55.00 ,$55.00 
482,16338,https://www.airbnb.com/rooms/16338,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,63613,https://www.airbnb.com/users/show/63613,Patricia,12/16/2009,,2,3,40.69121,-73.96804,Private room,1,,1,30,200,t,32,3,1,1/2/2010,5/31/2023,4.64,2,0.2,8/1/2023,f,$55.00 ,$55.00 
483,16338,https://www.airbnb.com/rooms/16338,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,63613,https://www.airbnb.com/users/show/63613,Patricia,12/16/2009,,2,3,40.69121,-73.96804,Private room,1,,1,30,200,t,32,3,1,1/2/2010,5/31/2023,4.64,2,0.2,8/2/2023,f,$55.00 ,$55.00 
484,16338,https://www.airbnb.com/rooms/16338,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,63613,https://www.airbnb.com/users/show/63613,Patricia,12/16/2009,,2,3,40.69121,-73.96804,Private room,1,,1,30,200,t,32,3,1,1/2/2010,5/31/2023,4.64,2,0.2,8/3/2023,f,$55.00 ,$55.00 
485,16338,https://www.airbnb.com/rooms/16338,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,63613,https://www.airbnb.com/users/show/63613,Patricia,12/16/2009,,2,3,40.69121,-73.96804,Private room,1,,1,30,200,t,32,3,1,1/2/2010,5/31/2023,4.64,2,0.2,8/4/2023,f,$55.00 ,$55.00 
486,16338,https://www.airbnb.com/rooms/16338,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,63613,https://www.airbnb.com/users/show/63613,Patricia,12/16/2009,,2,3,40.69121,-73.96804,Private room,1,,1,30,200,t,32,3,1,1/2/2010,5/31/2023,4.64,2,0.2,8/5/2023,f,$55.00 ,$55.00 
487,16338,https://www.airbnb.com/rooms/16338,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,63613,https://www.airbnb.com/users/show/63613,Patricia,12/16/2009,,2,3,40.69121,-73.96804,Private room,1,,1,30,200,t,32,3,1,1/2/2010,5/31/2023,4.64,2,0.2,8/6/2023,f,$55.00 ,$55.00 
488,16338,https://www.airbnb.com/rooms/16338,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,63613,https://www.airbnb.com/users/show/63613,Patricia,12/16/2009,,2,3,40.69121,-73.96804,Private room,1,,1,30,200,t,32,3,1,1/2/2010,5/31/2023,4.64,2,0.2,8/7/2023,f,$55.00 ,$55.00 
489,16338,https://www.airbnb.com/rooms/16338,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,63613,https://www.airbnb.com/users/show/63613,Patricia,12/16/2009,,2,3,40.69121,-73.96804,Private room,1,,1,30,200,t,32,3,1,1/2/2010,5/31/2023,4.64,2,0.2,8/8/2023,f,$55.00 ,$55.00 
490,16338,https://www.airbnb.com/rooms/16338,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,63613,https://www.airbnb.com/users/show/63613,Patricia,12/16/2009,,2,3,40.69121,-73.96804,Private room,1,,1,30,200,t,32,3,1,1/2/2010,5/31/2023,4.64,2,0.2,8/9/2023,f,$55.00 ,$55.00 
491,16338,https://www.airbnb.com/rooms/16338,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,63613,https://www.airbnb.com/users/show/63613,Patricia,12/16/2009,,2,3,40.69121,-73.96804,Private room,1,,1,30,200,t,32,3,1,1/2/2010,5/31/2023,4.64,2,0.2,8/10/2023,f,$55.00 ,$55.00 
492,16338,https://www.airbnb.com/rooms/16338,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,63613,https://www.airbnb.com/users/show/63613,Patricia,12/16/2009,,2,3,40.69121,-73.96804,Private room,1,,1,30,200,t,32,3,1,1/2/2010,5/31/2023,4.64,2,0.2,8/11/2023,f,$55.00 ,$55.00 
493,16338,https://www.airbnb.com/rooms/16338,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,63613,https://www.airbnb.com/users/show/63613,Patricia,12/16/2009,,2,3,40.69121,-73.96804,Private room,1,,1,30,200,t,32,3,1,1/2/2010,5/31/2023,4.64,2,0.2,8/12/2023,f,$55.00 ,$55.00 
494,16338,https://www.airbnb.com/rooms/16338,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,63613,https://www.airbnb.com/users/show/63613,Patricia,12/16/2009,,2,3,40.69121,-73.96804,Private room,1,,1,30,200,t,32,3,1,1/2/2010,5/31/2023,4.64,2,0.2,8/13/2023,f,$55.00 ,$55.00 
495,16338,https://www.airbnb.com/rooms/16338,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,63613,https://www.airbnb.com/users/show/63613,Patricia,12/16/2009,,2,3,40.69121,-73.96804,Private room,1,,1,30,200,t,32,3,1,1/2/2010,5/31/2023,4.64,2,0.2,8/14/2023,f,$55.00 ,$55.00 
496,16338,https://www.airbnb.com/rooms/16338,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,63613,https://www.airbnb.com/users/show/63613,Patricia,12/16/2009,,2,3,40.69121,-73.96804,Private room,1,,1,30,200,t,32,3,1,1/2/2010,5/31/2023,4.64,2,0.2,8/15/2023,f,$55.00 ,$55.00 
497,16338,https://www.airbnb.com/rooms/16338,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,63613,https://www.airbnb.com/users/show/63613,Patricia,12/16/2009,,2,3,40.69121,-73.96804,Private room,1,,1,30,200,t,32,3,1,1/2/2010,5/31/2023,4.64,2,0.2,8/16/2023,f,$55.00 ,$55.00 
498,16338,https://www.airbnb.com/rooms/16338,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,63613,https://www.airbnb.com/users/show/63613,Patricia,12/16/2009,,2,3,40.69121,-73.96804,Private room,1,,1,30,200,t,32,3,1,1/2/2010,5/31/2023,4.64,2,0.2,8/17/2023,f,$55.00 ,$55.00 
499,16338,https://www.airbnb.com/rooms/16338,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,63613,https://www.airbnb.com/users/show/63613,Patricia,12/16/2009,,2,3,40.69121,-73.96804,Private room,1,,1,30,200,t,32,3,1,1/2/2010,5/31/2023,4.64,2,0.2,8/18/2023,f,$55.00 ,$55.00 
500,16338,https://www.airbnb.com/rooms/16338,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,63613,https://www.airbnb.com/users/show/63613,Patricia,12/16/2009,,2,3,40.69121,-73.96804,Private room,1,,1,30,200,t,32,3,1,1/2/2010,5/31/2023,4.64,2,0.2,8/19/2023,f,$55.00 ,$55.00 
501,16338,https://www.airbnb.com/rooms/16338,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,63613,https://www.airbnb.com/users/show/63613,Patricia,12/16/2009,,2,3,40.69121,-73.96804,Private room,1,,1,30,200,t,32,3,1,1/2/2010,5/31/2023,4.64,2,0.2,8/20/2023,f,$55.00 ,$55.00 
502,16338,https://www.airbnb.com/rooms/16338,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,63613,https://www.airbnb.com/users/show/63613,Patricia,12/16/2009,,2,3,40.69121,-73.96804,Private room,1,,1,30,200,t,32,3,1,1/2/2010,5/31/2023,4.64,2,0.2,8/21/2023,f,$55.00 ,$55.00 
503,16338,https://www.airbnb.com/rooms/16338,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,63613,https://www.airbnb.com/users/show/63613,Patricia,12/16/2009,,2,3,40.69121,-73.96804,Private room,1,,1,30,200,t,32,3,1,1/2/2010,5/31/2023,4.64,2,0.2,8/22/2023,f,$55.00 ,$55.00 
504,16338,https://www.airbnb.com/rooms/16338,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,63613,https://www.airbnb.com/users/show/63613,Patricia,12/16/2009,,2,3,40.69121,-73.96804,Private room,1,,1,30,200,t,32,3,1,1/2/2010,5/31/2023,4.64,2,0.2,8/23/2023,f,$55.00 ,$55.00 
505,16338,https://www.airbnb.com/rooms/16338,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,63613,https://www.airbnb.com/users/show/63613,Patricia,12/16/2009,,2,3,40.69121,-73.96804,Private room,1,,1,30,200,t,32,3,1,1/2/2010,5/31/2023,4.64,2,0.2,8/24/2023,f,$55.00 ,$55.00 
506,16338,https://www.airbnb.com/rooms/16338,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,63613,https://www.airbnb.com/users/show/63613,Patricia,12/16/2009,,2,3,40.69121,-73.96804,Private room,1,,1,30,200,t,32,3,1,1/2/2010,5/31/2023,4.64,2,0.2,8/25/2023,f,$55.00 ,$55.00 
507,16338,https://www.airbnb.com/rooms/16338,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,63613,https://www.airbnb.com/users/show/63613,Patricia,12/16/2009,,2,3,40.69121,-73.96804,Private room,1,,1,30,200,t,32,3,1,1/2/2010,5/31/2023,4.64,2,0.2,8/26/2023,f,$55.00 ,$55.00 
508,16338,https://www.airbnb.com/rooms/16338,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,63613,https://www.airbnb.com/users/show/63613,Patricia,12/16/2009,,2,3,40.69121,-73.96804,Private room,1,,1,30,200,t,32,3,1,1/2/2010,5/31/2023,4.64,2,0.2,8/27/2023,f,$55.00 ,$55.00 
509,16338,https://www.airbnb.com/rooms/16338,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,63613,https://www.airbnb.com/users/show/63613,Patricia,12/16/2009,,2,3,40.69121,-73.96804,Private room,1,,1,30,200,t,32,3,1,1/2/2010,5/31/2023,4.64,2,0.2,8/28/2023,f,$55.00 ,$55.00 
510,16338,https://www.airbnb.com/rooms/16338,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,63613,https://www.airbnb.com/users/show/63613,Patricia,12/16/2009,,2,3,40.69121,-73.96804,Private room,1,,1,30,200,t,32,3,1,1/2/2010,5/31/2023,4.64,2,0.2,8/29/2023,f,$55.00 ,$55.00 
511,16338,https://www.airbnb.com/rooms/16338,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,63613,https://www.airbnb.com/users/show/63613,Patricia,12/16/2009,,2,3,40.69121,-73.96804,Private room,1,,1,30,200,t,32,3,1,1/2/2010,5/31/2023,4.64,2,0.2,8/30/2023,f,$55.00 ,$55.00 
512,16338,https://www.airbnb.com/rooms/16338,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,63613,https://www.airbnb.com/users/show/63613,Patricia,12/16/2009,,2,3,40.69121,-73.96804,Private room,1,,1,30,200,t,32,3,1,1/2/2010,5/31/2023,4.64,2,0.2,8/31/2023,f,$55.00 ,$55.00 
513,6848,https://www.airbnb.com/rooms/6848,Rental unit in Brooklyn · ★4.57 · 2 bedrooms · 1 bed · 1 bath,15991,https://www.airbnb.com/users/show/15991,Allen & Irina,5/6/2009,t,1,1,40.70935,-73.95342,Entire home/apt,3,2,1,30,730,t,189,5,0,5/25/2009,2/4/2023,4.57,1,1.11,7/31/2023,f,$89.00 ,$89.00 
514,6848,https://www.airbnb.com/rooms/6848,Rental unit in Brooklyn · ★4.57 · 2 bedrooms · 1 bed · 1 bath,15991,https://www.airbnb.com/users/show/15991,Allen & Irina,5/6/2009,t,1,1,40.70935,-73.95342,Entire home/apt,3,2,1,30,730,t,189,5,0,5/25/2009,2/4/2023,4.57,1,1.11,8/1/2023,f,$89.00 ,$89.00 
515,6848,https://www.airbnb.com/rooms/6848,Rental unit in Brooklyn · ★4.57 · 2 bedrooms · 1 bed · 1 bath,15991,https://www.airbnb.com/users/show/15991,Allen & Irina,5/6/2009,t,1,1,40.70935,-73.95342,Entire home/apt,3,2,1,30,730,t,189,5,0,5/25/2009,2/4/2023,4.57,1,1.11,8/2/2023,f,$89.00 ,$89.00 
516,6848,https://www.airbnb.com/rooms/6848,Rental unit in Brooklyn · ★4.57 · 2 bedrooms · 1 bed · 1 bath,15991,https://www.airbnb.com/users/show/15991,Allen & Irina,5/6/2009,t,1,1,40.70935,-73.95342,Entire home/apt,3,2,1,30,730,t,189,5,0,5/25/2009,2/4/2023,4.57,1,1.11,8/3/2023,f,$89.00 ,$89.00 
517,6848,https://www.airbnb.com/rooms/6848,Rental unit in Brooklyn · ★4.57 · 2 bedrooms · 1 bed · 1 bath,15991,https://www.airbnb.com/users/show/15991,Allen & Irina,5/6/2009,t,1,1,40.70935,-73.95342,Entire home/apt,3,2,1,30,730,t,189,5,0,5/25/2009,2/4/2023,4.57,1,1.11,8/4/2023,f,$89.00 ,$89.00 
518,6848,https://www.airbnb.com/rooms/6848,Rental unit in Brooklyn · ★4.57 · 2 bedrooms · 1 bed · 1 bath,15991,https://www.airbnb.com/users/show/15991,Allen & Irina,5/6/2009,t,1,1,40.70935,-73.95342,Entire home/apt,3,2,1,30,730,t,189,5,0,5/25/2009,2/4/2023,4.57,1,1.11,8/5/2023,f,$89.00 ,$89.00 
519,6848,https://www.airbnb.com/rooms/6848,Rental unit in Brooklyn · ★4.57 · 2 bedrooms · 1 bed · 1 bath,15991,https://www.airbnb.com/users/show/15991,Allen & Irina,5/6/2009,t,1,1,40.70935,-73.95342,Entire home/apt,3,2,1,30,730,t,189,5,0,5/25/2009,2/4/2023,4.57,1,1.11,8/6/2023,f,$89.00 ,$89.00 
520,6848,https://www.airbnb.com/rooms/6848,Rental unit in Brooklyn · ★4.57 · 2 bedrooms · 1 bed · 1 bath,15991,https://www.airbnb.com/users/show/15991,Allen & Irina,5/6/2009,t,1,1,40.70935,-73.95342,Entire home/apt,3,2,1,30,730,t,189,5,0,5/25/2009,2/4/2023,4.57,1,1.11,8/7/2023,f,$89.00 ,$89.00 
521,6848,https://www.airbnb.com/rooms/6848,Rental unit in Brooklyn · ★4.57 · 2 bedrooms · 1 bed · 1 bath,15991,https://www.airbnb.com/users/show/15991,Allen & Irina,5/6/2009,t,1,1,40.70935,-73.95342,Entire home/apt,3,2,1,30,730,t,189,5,0,5/25/2009,2/4/2023,4.57,1,1.11,8/8/2023,f,$89.00 ,$89.00 
522,6848,https://www.airbnb.com/rooms/6848,Rental unit in Brooklyn · ★4.57 · 2 bedrooms · 1 bed · 1 bath,15991,https://www.airbnb.com/users/show/15991,Allen & Irina,5/6/2009,t,1,1,40.70935,-73.95342,Entire home/apt,3,2,1,30,730,t,189,5,0,5/25/2009,2/4/2023,4.57,1,1.11,8/9/2023,f,$89.00 ,$89.00 
523,6848,https://www.airbnb.com/rooms/6848,Rental unit in Brooklyn · ★4.57 · 2 bedrooms · 1 bed · 1 bath,15991,https://www.airbnb.com/users/show/15991,Allen & Irina,5/6/2009,t,1,1,40.70935,-73.95342,Entire home/apt,3,2,1,30,730,t,189,5,0,5/25/2009,2/4/2023,4.57,1,1.11,8/10/2023,f,$89.00 ,$89.00 
524,6848,https://www.airbnb.com/rooms/6848,Rental unit in Brooklyn · ★4.57 · 2 bedrooms · 1 bed · 1 bath,15991,https://www.airbnb.com/users/show/15991,Allen & Irina,5/6/2009,t,1,1,40.70935,-73.95342,Entire home/apt,3,2,1,30,730,t,189,5,0,5/25/2009,2/4/2023,4.57,1,1.11,8/11/2023,f,$89.00 ,$89.00 
525,6848,https://www.airbnb.com/rooms/6848,Rental unit in Brooklyn · ★4.57 · 2 bedrooms · 1 bed · 1 bath,15991,https://www.airbnb.com/users/show/15991,Allen & Irina,5/6/2009,t,1,1,40.70935,-73.95342,Entire home/apt,3,2,1,30,730,t,189,5,0,5/25/2009,2/4/2023,4.57,1,1.11,8/12/2023,f,$89.00 ,$89.00 
526,6848,https://www.airbnb.com/rooms/6848,Rental unit in Brooklyn · ★4.57 · 2 bedrooms · 1 bed · 1 bath,15991,https://www.airbnb.com/users/show/15991,Allen & Irina,5/6/2009,t,1,1,40.70935,-73.95342,Entire home/apt,3,2,1,30,730,t,189,5,0,5/25/2009,2/4/2023,4.57,1,1.11,8/13/2023,f,$89.00 ,$89.00 
527,6848,https://www.airbnb.com/rooms/6848,Rental unit in Brooklyn · ★4.57 · 2 bedrooms · 1 bed · 1 bath,15991,https://www.airbnb.com/users/show/15991,Allen & Irina,5/6/2009,t,1,1,40.70935,-73.95342,Entire home/apt,3,2,1,30,730,t,189,5,0,5/25/2009,2/4/2023,4.57,1,1.11,8/14/2023,f,$89.00 ,$89.00 
528,6848,https://www.airbnb.com/rooms/6848,Rental unit in Brooklyn · ★4.57 · 2 bedrooms · 1 bed · 1 bath,15991,https://www.airbnb.com/users/show/15991,Allen & Irina,5/6/2009,t,1,1,40.70935,-73.95342,Entire home/apt,3,2,1,30,730,t,189,5,0,5/25/2009,2/4/2023,4.57,1,1.11,8/15/2023,t,$89.00 ,$89.00 
529,6848,https://www.airbnb.com/rooms/6848,Rental unit in Brooklyn · ★4.57 · 2 bedrooms · 1 bed · 1 bath,15991,https://www.airbnb.com/users/show/15991,Allen & Irina,5/6/2009,t,1,1,40.70935,-73.95342,Entire home/apt,3,2,1,30,730,t,189,5,0,5/25/2009,2/4/2023,4.57,1,1.11,8/16/2023,t,$89.00 ,$89.00 
530,6848,https://www.airbnb.com/rooms/6848,Rental unit in Brooklyn · ★4.57 · 2 bedrooms · 1 bed · 1 bath,15991,https://www.airbnb.com/users/show/15991,Allen & Irina,5/6/2009,t,1,1,40.70935,-73.95342,Entire home/apt,3,2,1,30,730,t,189,5,0,5/25/2009,2/4/2023,4.57,1,1.11,8/17/2023,t,$89.00 ,$89.00 
