id,listing_url,name,host_id,host_url,host_name,host_since,host_is_superhost,host_listings_count,host_total_listings_count,latitude,longitude,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,calculated_host_listings_count,reviews_per_month
2595,https://www.airbnb.com/rooms/2595,Rental unit in New York · ★4.68 · Studio · 1 bed · 1 bath,2845,https://www.airbnb.com/users/show/2845,Jennifer,9/9/2008,f,7,9,40.75356,-73.98559,Entire home/apt,1,,1,$240.00 ,30,1125,t,49,1,0,11/21/2009,6/21/2022,4.68,3,0.3
5121,https://www.airbnb.com/rooms/5121,Rental unit in Brooklyn · ★4.52 · 1 bedroom · 1 bed,7356,https://www.airbnb.com/users/show/7356,Garon,2/3/2009,,2,2,40.68535,-73.95512,Private room,2,,1,$60.00 ,30,730,t,50,0,0,5/28/2009,12/2/2019,4.52,2,0.29
14991,https://www.airbnb.com/rooms/14991,Rental unit in New York · ★4.93 · 1 bedroom · 1 bed · 1 bath,59023,https://www.airbnb.com/users/show/59023,Bianca,12/1/2009,,1,3,40.72207,-73.98976,Private room,1,,1,$120.00 ,5,15,t,22,3,1,3/21/2010,5/14/2023,4.93,1,0.14
5136,https://www.airbnb.com/rooms/5136,Rental unit in Brooklyn · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,7378,https://www.airbnb.com/users/show/7378,Rebecca,2/3/2009,f,1,5,40.66265,-73.99454,Entire home/apt,4,2,2,$276.00 ,21,1125,t,3,1,0,1/2/2014,8/10/2022,5,1,0.03
15341,https://www.airbnb.com/rooms/15341,Condo in New York · ★4.56 · 1 bedroom · 2 beds · 1 bath,60049,https://www.airbnb.com/users/show/60049,Ted,12/4/2009,f,1,3,40.721359,-73.993668,Entire home/apt,3,1,2,$315.00 ,30,1125,t,35,4,1,10/1/2013,5/23/2023,4.56,1,0.3
59709,https://www.airbnb.com/rooms/59709,Rental unit in New York · ★4.77 · 2 bedrooms · 2 beds · 1 bath,186084,https://www.airbnb.com/users/show/186084,Ricardo & Ashlie,7/30/2010,t,1,3,40.7178,-73.9932,Entire home/apt,5,2,2,$325.00 ,7,31,t,69,23,0,5/18/2011,4/28/2023,4.77,1,0.47
60164,https://www.airbnb.com/rooms/60164,Loft in New York · ★4.39 · 3 bedrooms · 3 beds · 1 bath,289653,https://www.airbnb.com/users/show/289653,Harrison,11/17/2010,f,1,4,40.72012,-74.00397,Entire home/apt,6,3,3,$500.00 ,30,365,t,110,2,0,9/15/2011,11/18/2022,4.39,1,0.77
60181,https://www.airbnb.com/rooms/60181,Rental unit in New York · ★4.80 · 1 bedroom · 1 bed · 1 bath,128806,https://www.airbnb.com/users/show/128806,Sue,5/20/2010,f,1,2,40.7253,-73.98028,Entire home/apt,2,1,1,$160.00 ,31,70,t,38,1,0,2/27/2011,8/1/2022,4.8,1,0.25
5178,https://www.airbnb.com/rooms/5178,Rental unit in New York · ★4.26 · 1 bedroom · 1 bed · 1 bath,8967,https://www.airbnb.com/users/show/8967,Shunichi,3/3/2009,,1,1,40.76457,-73.98317,Private room,2,,1,$68.00 ,2,14,t,589,51,2,5/6/2009,5/14/2023,4.26,1,3.44
15385,https://www.airbnb.com/rooms/15385,Rental unit in Brooklyn · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,60252,https://www.airbnb.com/users/show/60252,Cristina,12/5/2009,,1,1,40.71211,-73.96397,Private room,1,,1,$91.00 ,7,30,t,53,4,0,5/16/2010,4/8/2023,4.86,1,0.33
5203,https://www.airbnb.com/rooms/5203,Rental unit in New York · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,7490,https://www.airbnb.com/users/show/7490,MaryEllen,2/5/2009,,1,5,40.8038,-73.96751,Private room,1,,1,$75.00 ,2,14,t,118,0,0,9/7/2009,7/21/2017,4.91,1,0.71
60457,https://www.airbnb.com/rooms/60457,Rental unit in New York · ★4.88 · 1 bedroom · 1 bed · 1 bath,99212,https://www.airbnb.com/users/show/99212,Jessica,3/26/2010,f,1,3,40.73072,-73.99275,Entire home/apt,3,1,1,$250.00 ,30,365,t,10,0,0,12/7/2010,8/21/2019,4.88,1,0.07
15396,https://www.airbnb.com/rooms/15396,Rental unit in New York · ★5.0 · 2 bedrooms · 2 beds · 2 baths,60278,https://www.airbnb.com/users/show/60278,Petra,12/5/2009,f,2,2,40.74493,-73.99521,Entire home/apt,4,2,2,$400.00 ,90,365,t,5,0,0,3/23/2016,11/3/2018,5,1,0.06
60611,https://www.airbnb.com/rooms/60611,Rental unit in New York · ★4.84 · 1 bedroom · 1 bed · 1 bath,292204,https://www.airbnb.com/users/show/292204,Blanca,11/19/2010,t,4,5,40.79266739,-73.9465332,Entire home/apt,2,1,1,$135.00 ,30,60,t,194,3,1,4/22/2011,6/3/2023,4.84,4,1.31
5803,https://www.airbnb.com/rooms/5803,Townhouse in Brooklyn · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,9744,https://www.airbnb.com/users/show/9744,Laurie,3/10/2009,,3,3,40.66801,-73.98784,Private room,2,,1,$134.00 ,3,30,t,233,21,2,4/23/2009,5/15/2023,4.71,3,1.36
16338,https://www.airbnb.com/rooms/16338,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,63613,https://www.airbnb.com/users/show/63613,Patricia,12/16/2009,,2,3,40.69121,-73.96804,Private room,1,,1,$55.00 ,30,200,t,32,3,1,1/2/2010,5/31/2023,4.64,2,0.2
6848,https://www.airbnb.com/rooms/6848,Rental unit in Brooklyn · ★4.57 · 2 bedrooms · 1 bed · 1 bath,15991,https://www.airbnb.com/users/show/15991,Allen & Irina,5/6/2009,t,1,1,40.70935,-73.95342,Entire home/apt,3,2,1,$81.00 ,30,730,t,189,5,0,5/25/2009,2/4/2023,4.57,1,1.11
6872,https://www.airbnb.com/rooms/6872,Condo in New York · 1 bedroom · 1 bed · 1 shared bath,16104,https://www.airbnb.com/users/show/16104,Kae,5/7/2009,,2,2,40.80107,-73.94255,Private room,1,,1,$65.00 ,30,180,t,1,1,0,6/5/2022,6/5/2022,5,2,0.08
60666,https://www.airbnb.com/rooms/60666,Rental unit in New York · ★4.73 · 1 bedroom · 2 beds · 1.5 baths,256161,https://www.airbnb.com/users/show/256161,Wayne,10/7/2010,,4,12,40.81006,-73.94559,Private room,2,,2,$111.00 ,3,30,t,268,40,5,1/3/2011,5/30/2023,4.73,4,1.77
60673,https://www.airbnb.com/rooms/60673,Rental unit in New York · ★5.0 · 1 bedroom · 1 bed · 1 bath,249372,https://www.airbnb.com/users/show/249372,Cynthia,9/30/2010,,1,1,40.81562,-73.94674,Private room,2,,1,$125.00 ,30,365,f,3,0,0,10/7/2018,10/20/2019,5,1,0.05
16580,https://www.airbnb.com/rooms/16580,Condo in New York · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,64442,https://www.airbnb.com/users/show/64442,Reka,12/19/2009,,2,2,40.72489,-73.9781,Private room,1,,1,$143.00 ,1,1125,t,502,44,3,8/22/2013,5/21/2023,4.79,2,4.21
60680,https://www.airbnb.com/rooms/60680,Rental unit in New York · ★4.53 · 1 bedroom · 2 beds · 1 bath,292630,https://www.airbnb.com/users/show/292630,Mich,11/20/2010,,4,9,40.72598,-73.97978,Entire home/apt,6,1,2,$99.00 ,30,1125,t,165,1,0,12/14/2010,8/3/2022,4.53,4,1.09
60794,https://www.airbnb.com/rooms/60794,Rental unit in New York · ★5.0 · 3 bedrooms · 3 beds · 1 bath,293394,https://www.airbnb.com/users/show/293394,Rachel,11/20/2010,f,1,1,40.79918,-73.96248,Entire home/apt,6,3,3,$211.00 ,30,1125,t,4,0,0,9/12/2011,8/25/2017,5,1,0.03
61509,https://www.airbnb.com/rooms/61509,Rental unit in New York · ★4.23 · 1 bedroom · 1 bed · 1 bath,23619,https://www.airbnb.com/users/show/23619,Anna/Fonzy,6/28/2009,f,1,12,40.75743,-73.96825,Entire home/apt,3,1,1,$110.00 ,200,730,t,92,0,0,1/29/2011,4/30/2019,4.23,1,0.61
6990,https://www.airbnb.com/rooms/6990,Rental unit in New York · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,16800,https://www.airbnb.com/users/show/16800,Cyn,5/12/2009,,1,4,40.78778,-73.94759,Private room,1,,1,$72.00 ,30,700,t,245,7,1,10/28/2009,5/17/2023,4.88,1,1.48
16821,https://www.airbnb.com/rooms/16821,Rental unit in New York · ★4.72 · 1 bedroom · 1 bed · 1 shared bath,4396,https://www.airbnb.com/users/show/4396,Casey,11/19/2008,,3,4,40.72281,-73.98501,Private room,1,,1,$162.00 ,1,31,t,179,28,0,8/14/2012,5/4/2023,4.72,2,1.36
7064,https://www.airbnb.com/rooms/7064,Loft in Brooklyn · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,17297,https://www.airbnb.com/users/show/17297,Joelle,5/15/2009,f,2,2,40.71248,-73.95881,Private room,2,1,1,$95.00 ,7,45,t,13,4,0,8/17/2010,9/12/2022,4.91,2,0.08
62891,https://www.airbnb.com/rooms/62891,Home in New York · ★4.30 · Studio · 2 beds · 1 bath,306545,https://www.airbnb.com/users/show/306545,Olivia,12/1/2010,f,2,5,40.72297,-73.98265,Entire home/apt,3,,2,$175.00 ,4,365,t,231,25,1,12/20/2010,5/21/2023,4.3,1,1.52
16974,https://www.airbnb.com/rooms/16974,Loft in New York · ★4.85 · 4 bedrooms · 6 beds · 2 baths,65837,https://www.airbnb.com/users/show/65837,Robin,12/26/2009,t,1,1,40.8019,-73.93762,Entire home/apt,8,4,6,$300.00 ,30,365,t,281,33,2,1/2/2010,5/18/2023,4.85,1,1.72
62925,https://www.airbnb.com/rooms/62925,Home in Brooklyn · ★4.81 · 2 bedrooms · 2 beds · 2 baths,306739,https://www.airbnb.com/users/show/306739,Maya,12/1/2010,t,2,4,40.72967,-73.95352,Entire home/apt,4,2,2,$325.00 ,3,90,t,164,17,1,3/5/2011,5/21/2023,4.81,2,1.1
7097,https://www.airbnb.com/rooms/7097,Home in Brooklyn · ★4.88 · 1 bedroom · 2 beds · 1 private bath,17571,https://www.airbnb.com/users/show/17571,Jane,5/17/2009,,2,2,40.69172373,-73.97388146,Private room,2,,2,$205.00 ,2,1125,t,334,39,3,1/16/2010,5/22/2023,4.88,2,2.05
7801,https://www.airbnb.com/rooms/7801,Loft in Brooklyn · ★4.88 · Studio · 1 bed · 1 bath,21207,https://www.airbnb.com/users/show/21207,Chaya,6/12/2009,t,4,4,40.71778,-73.9568,Entire home/apt,2,,1,$395.00 ,30,90,t,10,1,1,8/9/2009,5/20/2023,4.88,1,0.06
17037,https://www.airbnb.com/rooms/17037,Rental unit in New York · ★4.80 · 1 bedroom · 1 bed · 1 bath,66035,https://www.airbnb.com/users/show/66035,Anna,12/27/2009,f,1,2,40.72289,-73.98028,Entire home/apt,2,1,1,$220.00 ,30,90,t,53,0,0,3/31/2010,3/18/2020,4.8,1,0.33
8490,https://www.airbnb.com/rooms/8490,Loft in Brooklyn · ★4.76 · 1 bedroom · 4 beds · 1 bath,25183,https://www.airbnb.com/users/show/25183,Nathalie,7/10/2009,f,2,3,40.68462,-73.93839,Entire home/apt,5,1,4,$162.00 ,2,1125,t,178,29,1,8/25/2009,5/20/2023,4.76,2,1.06
63588,https://www.airbnb.com/rooms/63588,Home in Bronx · 2 bedrooms · 2 beds · 1 shared bath,295128,https://www.airbnb.com/users/show/295128,Carol Gloria,11/22/2010,,6,7,40.81161,-73.85499,Private room,3,,2,$89.00 ,30,1125,t,0,0,0,,,,6,
17693,https://www.airbnb.com/rooms/17693,Rental unit in New York · ★4.90 · 2 bedrooms · 1 bed · 1 shared bath,68428,https://www.airbnb.com/users/show/68428,Tye And Etienne,1/7/2010,,2,2,40.83253,-73.94108,Private room,2,,1,$85.00 ,2,28,t,67,5,1,1/2/2017,5/19/2023,4.9,2,0.86
63610,https://www.airbnb.com/rooms/63610,Rental unit in Bronx · ★4.93 · 1 bedroom · 1 bed · 1 bath,310670,https://www.airbnb.com/users/show/310670,Vie,12/5/2010,t,7,19,40.881,-73.83511,Entire home/apt,2,1,1,$100.00 ,2,1125,t,56,5,0,4/22/2013,1/1/2023,4.93,6,0.45
9357,https://www.airbnb.com/rooms/9357,Rental unit in New York · ★4.52 · Studio · 1 bed · 1 bath,30193,https://www.airbnb.com/users/show/30193,Tommi,8/6/2009,f,1,1,40.76724,-73.98664,Entire home/apt,2,,1,$175.00 ,30,1125,t,58,0,0,10/4/2009,8/13/2017,4.52,1,0.35
9704,https://www.airbnb.com/rooms/9704,Rental unit in New York · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,32045,https://www.airbnb.com/users/show/32045,Teri,8/16/2009,,1,3,40.81317,-73.95465,Private room,2,,1,$55.00 ,30,730,t,98,0,0,6/10/2014,3/14/2020,4.89,1,0.9
18018,https://www.airbnb.com/rooms/18018,Condo in New York · 1 bedroom · 2 beds · 1 bath,69439,https://www.airbnb.com/users/show/69439,Jade,1/10/2010,t,16,23,40.7209818,-73.9931495,Entire home/apt,3,1,2,$215.00 ,30,1125,t,0,0,0,,,,1,
10452,https://www.airbnb.com/rooms/10452,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 2 beds · 1 shared bath,35935,https://www.airbnb.com/users/show/35935,Angela,9/3/2009,,5,6,40.68294,-73.95682,Private room,3,,2,$90.00 ,30,730,t,82,2,0,4/18/2010,9/22/2022,4.64,5,0.51
63657,https://www.airbnb.com/rooms/63657,Townhouse in Brooklyn · ★4.59 · 1 bedroom · 1 bed · 1 bath,170510,https://www.airbnb.com/users/show/170510,Renée,7/18/2010,f,2,4,40.68253,-73.94295,Entire home/apt,2,1,1,$135.00 ,30,1124,t,268,0,0,1/3/2011,12/8/2019,4.59,2,1.77
18152,https://www.airbnb.com/rooms/18152,Rental unit in New York · ★4.41 · 2 bedrooms · 1 bed · 1 shared bath,69942,https://www.airbnb.com/users/show/69942,Victoria,1/12/2010,,1,3,40.76967,-73.94831,Private room,2,,1,$500.00 ,30,30,t,148,0,0,9/23/2011,9/1/2019,4.41,1,1.04
18728,https://www.airbnb.com/rooms/18728,Loft in New York · ★4.95 · 1 bedroom · 1 bed · 1.5 baths,71876,https://www.airbnb.com/users/show/71876,DAVID And RICK,1/20/2010,t,1,2,40.74261,-74.00353,Private room,3,1,1,$195.00 ,4,30,t,240,27,2,3/14/2011,5/13/2023,4.95,1,1.61
64000,https://www.airbnb.com/rooms/64000,Rental unit in Brooklyn · ★4.92 · 1 bedroom · 3 beds · 1 shared bath,312722,https://www.airbnb.com/users/show/312722,Kris,12/7/2010,,4,7,40.70724777,-73.95460233,Private room,1,,3,$50.00 ,60,1125,t,14,0,0,1/3/2011,1/7/2019,4.92,4,0.09
64015,https://www.airbnb.com/rooms/64015,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,146944,https://www.airbnb.com/users/show/146944,David,6/17/2010,f,1,10,40.72863,-73.9842,Entire home/apt,2,1,1,$200.00 ,30,730,f,0,0,0,,,,1,
10962,https://www.airbnb.com/rooms/10962,Townhouse in Brooklyn · ★4.71 · 1 bedroom · 2 beds · 1 shared bath,9744,https://www.airbnb.com/users/show/9744,Laurie,3/10/2009,,3,3,40.66692,-73.98981,Private room,2,,2,$135.00 ,4,30,t,231,27,3,9/27/2009,5/18/2023,4.71,3,1.39
11943,https://www.airbnb.com/rooms/11943,Home in Brooklyn · 1 bedroom · 2 beds · 1 bath,45445,https://www.airbnb.com/users/show/45445,Harriet,10/12/2009,f,1,3,40.63702,-73.96327,Private room,1,1,2,$150.00 ,30,730,f,0,0,0,,,,1,
18961,https://www.airbnb.com/rooms/18961,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,70857,https://www.airbnb.com/users/show/70857,Fabian,1/15/2010,f,1,2,40.73808,-73.98001,Private room,2,1,1,$95.00 ,30,180,f,1,0,0,3/22/2016,3/22/2016,5,1,0.01
12192,https://www.airbnb.com/rooms/12192,Rental unit in New York · ★4.39 · 1 bedroom · 1 bed · 1 shared bath,46978,https://www.airbnb.com/users/show/46978,Edward,10/19/2009,,2,3,40.72296,-73.98383,Private room,2,,1,$80.00 ,7,1125,t,299,24,1,10/27/2009,5/21/2023,4.39,2,1.8
19282,https://www.airbnb.com/rooms/19282,Rental unit in Brooklyn · ★4.69 · 1 bedroom · 2 beds · 2 baths,73469,https://www.airbnb.com/users/show/73469,Gaia,1/25/2010,,1,1,40.65437,-73.96278,Private room,4,,2,$110.00 ,30,60,t,17,0,0,10/11/2010,7/20/2019,4.69,1,0.11
12937,https://www.airbnb.com/rooms/12937,Townhouse in Queens · ★4.91 · 1 bedroom · 2 beds · 1 private bath,50124,https://www.airbnb.com/users/show/50124,Orestes,10/31/2009,,1,1,40.74757,-73.94571,Private room,4,,2,$165.00 ,3,30,t,368,43,5,6/13/2010,6/3/2023,4.91,1,2.33
64107,https://www.airbnb.com/rooms/64107,Townhouse in Brooklyn · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,313317,https://www.airbnb.com/users/show/313317,Niya,12/8/2010,,1,1,40.67582,-73.94316,Private room,2,,1,$100.00 ,3,29,t,308,0,0,1/1/2011,1/3/2020,4.79,1,2.04
64314,https://www.airbnb.com/rooms/64314,Rental unit in Brooklyn · ★4.82 · 1 bedroom · 1 bed · 1 bath,314256,https://www.airbnb.com/users/show/314256,Debbie,12/9/2010,,1,2,40.67634,-73.95143,Private room,2,,1,$100.00 ,30,182,t,46,1,0,1/8/2011,11/12/2022,4.82,1,0.3
19812,https://www.airbnb.com/rooms/19812,Rental unit in Brooklyn · ★4.49 · 1 bedroom · 1 bed · 1 bath,74857,https://www.airbnb.com/users/show/74857,Starlee,1/29/2010,f,1,1,40.71802,-73.95724,Entire home/apt,2,1,1,$105.00 ,30,90,t,61,0,0,2/19/2010,8/9/2018,4.49,1,0.38
20913,https://www.airbnb.com/rooms/20913,Rental unit in Brooklyn · ★4.05 · 1 bedroom · 1 bed · 1 bath,79402,https://www.airbnb.com/users/show/79402,Christiana,2/9/2010,f,1,2,40.70967,-73.95922,Entire home/apt,2,1,1,$80.00 ,30,365,t,168,0,0,9/27/2010,7/22/2018,4.05,1,1.09
64365,https://www.airbnb.com/rooms/64365,Home in Brooklyn · ★4.79 · 1 bedroom · 1 bed · 1 bath,314582,https://www.airbnb.com/users/show/314582,Anthony,12/9/2010,,2,4,40.67579,-73.95072,Private room,2,,1,$65.00 ,30,365,t,253,5,0,4/23/2011,5/2/2023,4.79,2,1.71
12940,https://www.airbnb.com/rooms/12940,Rental unit in Brooklyn · ★4.52 · 1 bedroom · 1 bed · 1 bath,50148,https://www.airbnb.com/users/show/50148,Adreinne,10/31/2009,f,6,8,40.67946,-73.95417,Entire home/apt,2,1,1,$119.00 ,30,365,t,76,3,0,12/6/2009,5/1/2023,4.52,1,0.46
21644,https://www.airbnb.com/rooms/21644,Rental unit in New York · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,82685,https://www.airbnb.com/users/show/82685,Elliott,2/18/2010,,1,2,40.82782,-73.9473,Private room,1,,1,$99.00 ,30,60,f,3,0,0,10/9/2018,10/21/2019,5,1,0.05
21794,https://www.airbnb.com/rooms/21794,Rental unit in New York · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,83257,https://www.airbnb.com/users/show/83257,Olan,2/20/2010,f,2,3,40.74187,-74.00223,Private room,2,,1,$85.00 ,30,1125,t,36,0,0,5/16/2010,1/19/2020,4.97,2,0.23
13808,https://www.airbnb.com/rooms/13808,Townhouse in Brooklyn · ★4.66 · 1 bedroom · 1 bed · 1 private bath,54275,https://www.airbnb.com/users/show/54275,JT And Tiziana,11/14/2009,,4,4,40.68064,-73.94039,Private room,2,,1,$93.00 ,1,28,t,191,28,2,6/6/2010,5/28/2023,4.66,4,1.21
64837,https://www.airbnb.com/rooms/64837,Rental unit in New York · ★4.58 · 1 bedroom · 1 bed · 1 shared bath,46978,https://www.airbnb.com/users/show/46978,Edward,10/19/2009,,2,3,40.72497,-73.98356,Private room,2,,1,$80.00 ,7,1125,t,269,36,2,1/3/2011,5/21/2023,4.58,2,1.78
23135,https://www.airbnb.com/rooms/23135,Rental unit in Brooklyn · ★4.71 · 1 bedroom · 1 bed · 1 bath,11481,https://www.airbnb.com/users/show/11481,Annette,3/26/2009,t,5,11,40.67747,-74.00146,Entire home/apt,2,1,1,$219.00 ,3,45,t,306,26,2,5/20/2010,5/20/2023,4.71,3,1.93
65425,https://www.airbnb.com/rooms/65425,Rental unit in New York · ★4.94 · 2 bedrooms · 2 beds · 1 bath,314941,https://www.airbnb.com/users/show/314941,Tony,12/10/2010,t,3,37,40.72021,-73.99426,Entire home/apt,7,2,2,$228.00 ,1,730,t,16,9,0,12/21/2010,3/18/2023,4.94,3,0.11
14314,https://www.airbnb.com/rooms/14314,Rental unit in Brooklyn · ★4.82 · 1 bedroom · 2 beds · 1 bath,56246,https://www.airbnb.com/users/show/56246,Jeanne,11/21/2009,f,1,2,40.73535,-73.95584,Entire home/apt,2,1,2,$129.00 ,30,1125,t,179,0,0,12/13/2009,8/16/2020,4.82,1,1.09
14434,https://www.airbnb.com/rooms/14434,Rental unit in Brooklyn · ★4.56 · 1 bedroom · 1 bed · 1 shared bath,7356,https://www.airbnb.com/users/show/7356,Garon,2/3/2009,,2,2,40.68777,-73.94976,Private room,2,,1,$70.00 ,30,730,t,60,0,0,4/4/2010,6/1/2022,4.56,2,0.37
23686,https://www.airbnb.com/rooms/23686,Home in New York · ★4.41 · 3 bedrooms · 3 beds · 2 baths,93790,https://www.airbnb.com/users/show/93790,Ann,3/15/2010,f,2,3,40.72961,-74.00308,Entire home/apt,4,3,3,$650.00 ,5,29,t,59,5,0,8/6/2012,1/4/2023,4.41,2,0.45
118061,https://www.airbnb.com/rooms/118061,Rental unit in Brooklyn · ★4.81 · 2 bedrooms · 2 beds · 1 bath,2248897,https://www.airbnb.com/users/show/2248897,Roberta,4/29/2012,t,1,1,40.68462,-73.92895,Entire home/apt,2,2,2,$120.00 ,30,100,t,90,3,0,10/24/2011,11/29/2022,4.81,1,0.64
65615,https://www.airbnb.com/rooms/65615,Rental unit in Brooklyn · ★4.67 · 1 bedroom · 1 bed · 1 bath,320761,https://www.airbnb.com/users/show/320761,Valerie,12/16/2010,f,1,1,40.7106,-73.95178,Entire home/apt,2,1,1,$85.00 ,10,300,t,56,0,0,1/29/2011,9/5/2020,4.67,1,0.37
65660,https://www.airbnb.com/rooms/65660,Rental unit in Brooklyn · ★4.52 · 1 bedroom · 1 bed · 1 bath,320538,https://www.airbnb.com/users/show/320538,Larissa,12/16/2010,f,2,2,40.70797,-73.94792,Entire home/apt,3,1,1,$115.00 ,30,120,t,166,5,0,1/4/2011,4/7/2023,4.52,2,1.1
24285,https://www.airbnb.com/rooms/24285,Rental unit in Brooklyn · ★4.83 · 4 bedrooms · 6 beds · 3 baths,97797,https://www.airbnb.com/users/show/97797,Brandon,3/23/2010,f,1,1,40.67115,-73.98026,Entire home/apt,5,4,6,$220.00 ,30,180,t,93,1,0,5/29/2010,8/9/2022,4.83,1,0.59
65813,https://www.airbnb.com/rooms/65813,Rental unit in New York · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,321756,https://www.airbnb.com/users/show/321756,Eric,12/18/2010,,1,1,40.82899,-73.94345,Private room,1,,1,$75.00 ,3,14,t,20,0,0,3/11/2013,1/2/2019,4.9,1,0.16
66008,https://www.airbnb.com/rooms/66008,Rental unit in Brooklyn · ★4.87 · 2 bedrooms · 2 beds · 1 bath,322884,https://www.airbnb.com/users/show/322884,Melissa,12/19/2010,f,1,2,40.68028,-73.99328,Entire home/apt,4,2,2,$190.00 ,30,90,t,68,0,0,3/6/2012,3/22/2020,4.87,1,0.5
121687,https://www.airbnb.com/rooms/121687,Rental unit in Brooklyn · ★4.45 · 1 bedroom · 1 bed · 1 bath,262812,https://www.airbnb.com/users/show/262812,Vikram,10/15/2010,f,1,2,40.71983,-73.95992,Entire home/apt,3,1,1,$200.00 ,30,90,t,57,0,0,10/24/2011,8/12/2021,4.45,1,0.4
25406,https://www.airbnb.com/rooms/25406,Rental unit in Brooklyn · ★4.62 · 1 bedroom · 2 beds · 1 bath,105538,https://www.airbnb.com/users/show/105538,Erik,4/8/2010,f,1,1,40.71649,-73.94865,Entire home/apt,4,1,2,$83.00 ,30,100,t,29,0,0,7/12/2013,5/26/2018,4.62,1,0.24
125163,https://www.airbnb.com/rooms/125163,Home in Brooklyn · ★4.88 · 1 bedroom · 1 bed · 1 private bath,622855,https://www.airbnb.com/users/show/622855,Desmond,5/24/2011,t,2,5,40.68595,-73.92923,Private room,2,,1,$99.00 ,3,28,t,76,17,2,9/28/2013,5/16/2023,4.88,2,0.64
66251,https://www.airbnb.com/rooms/66251,Loft in New York · ★4.93 · Studio · 1 bed · 1 bath,324460,https://www.airbnb.com/users/show/324460,Samir,12/21/2010,t,2,2,40.72547,-73.98619,Entire home/apt,2,,1,$370.00 ,3,60,t,160,21,1,4/26/2015,5/27/2023,4.93,1,1.62
26785,https://www.airbnb.com/rooms/26785,Rental unit in Brooklyn · ★4.93 · 1 bedroom · 1 bed · 1 bath,42273,https://www.airbnb.com/users/show/42273,Dani,9/29/2009,t,3,3,40.6686,-73.98723,Entire home/apt,2,1,1,$90.00 ,30,365,t,479,0,0,6/8/2010,5/31/2022,4.93,3,3.03
66275,https://www.airbnb.com/rooms/66275,Rental unit in New York · ★4.86 · 2 bedrooms · 3 beds · 1 bath,314941,https://www.airbnb.com/users/show/314941,Tony,12/10/2010,t,3,37,40.72036,-73.99435,Entire home/apt,7,2,3,$514.00 ,1,1125,t,212,25,1,6/24/2011,5/20/2023,4.86,3,1.46
126816,https://www.airbnb.com/rooms/126816,Rental unit in New York · ★3.67 · 1 bedroom · 1 bed · 2 baths,620288,https://www.airbnb.com/users/show/620288,Eric,5/24/2011,,1,1,40.79907,-73.96517,Private room,1,,1,$85.00 ,30,730,f,3,0,0,7/25/2011,11/6/2014,3.67,1,0.02
27644,https://www.airbnb.com/rooms/27644,Rental unit in New York · ★4.78 · 1 bedroom · 4 beds · 1 bath,119510,https://www.airbnb.com/users/show/119510,Emma,5/6/2010,t,1,1,40.82682,-73.94948,Entire home/apt,6,1,4,$190.00 ,2,20,t,252,33,3,8/23/2011,5/21/2023,4.78,1,1.76
127387,https://www.airbnb.com/rooms/127387,Rental unit in Brooklyn · ★5.0 · 2 bedrooms · 2 beds,23276,https://www.airbnb.com/users/show/23276,Katharine,6/25/2009,f,1,1,40.66895,-73.99136,Entire home/apt,4,2,2,$260.00 ,30,60,t,3,0,0,12/30/2011,8/4/2014,5,1,0.02
66741,https://www.airbnb.com/rooms/66741,Rental unit in Brooklyn · ★4.83 · 1 bedroom · 2 beds · 1 bath,327673,https://www.airbnb.com/users/show/327673,Stefano,12/26/2010,t,3,3,40.67548,-73.98315,Entire home/apt,4,1,2,$200.00 ,30,365,t,326,60,4,1/29/2011,6/2/2023,4.83,2,2.17
27883,https://www.airbnb.com/rooms/27883,Rental unit in New York · ★4.85 · Studio · 2 beds · 1 bath,120223,https://www.airbnb.com/users/show/120223,Jen,5/7/2010,f,1,1,40.72421,-73.98509,Entire home/apt,3,,2,$100.00 ,30,365,t,25,0,0,9/14/2010,12/10/2011,4.85,1,0.16
66974,https://www.airbnb.com/rooms/66974,Rental unit in Brooklyn · ★4.99 · 1 bedroom · 1 bed · 1 bath,329436,https://www.airbnb.com/users/show/329436,Jana,12/28/2010,t,2,2,40.68088,-73.99102,Entire home/apt,2,1,1,$240.00 ,2,270,t,225,42,0,5/23/2012,4/16/2023,4.99,2,1.67
