id,listing_url,name,host_id,host_url,host_name,host_since,host_is_superhost,host_listings_count,host_total_listings_count,latitude,longitude,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,calculated_host_listings_count,reviews_per_month
58062,https://www.airbnb.com/rooms/58062,Townhouse in Brooklyn · ★4.72 · 2 bedrooms · 3 beds · 1 private bath,277394,https://www.airbnb.com/users/show/277394,Linda,11/3/2010,,1,1,40.65912,-73.9842,Private room,4,,3,$139.00 ,2,30,t,25,0,0,11/4/2012,2/16/2020,4.72,1,0.19
198478,https://www.airbnb.com/rooms/198478,Rental unit in New York · ★4.83 · 1 bedroom · 1 bed · 1 bath,968805,https://www.airbnb.com/users/show/968805,Lennay,8/14/2011,,1,2,40.7794,-73.95096,Private room,1,,1,$94.00 ,30,200,t,40,1,0,1/18/2015,8/13/2022,4.83,1,0.39
219922,https://www.airbnb.com/rooms/219922,Townhouse in New York · ★4.75 · 1 bedroom · 2 beds · 1 shared bath,1139574,https://www.airbnb.com/users/show/1139574,Carmel,9/10/2011,,1,2,40.81553,-73.95438,Private room,1,,2,$90.00 ,30,30,t,37,0,0,6/16/2012,10/23/2019,4.75,1,0.28
59014,https://www.airbnb.com/rooms/59014,Rental unit in New York · ★4.67 · 1 bedroom · 1 bed · 1 bath,282927,https://www.airbnb.com/users/show/282927,Drica,11/10/2010,t,1,1,40.71946,-73.98641,Entire home/apt,2,1,1,$200.00 ,30,1125,t,59,2,0,12/27/2010,9/30/2022,4.67,1,0.39
220563,https://www.airbnb.com/rooms/220563,Rental unit in Brooklyn · ★4.72 · 1 bedroom · 1 bed · 1 bath,918087,https://www.airbnb.com/users/show/918087,Jacqui,8/3/2011,,3,3,40.68788,-73.95014,Private room,2,,1,$75.00 ,30,60,t,59,0,0,9/16/2011,1/5/2017,4.72,3,0.41
200955,https://www.airbnb.com/rooms/200955,Rental unit in New York · ★4.44 · 1 bedroom · 1 bed · 1 bath,568325,https://www.airbnb.com/users/show/568325,Simone,5/8/2011,f,1,2,40.73125,-73.9811,Entire home/apt,2,1,1,$125.00 ,30,300,t,22,0,0,9/17/2011,12/31/2020,4.44,1,0.15
59121,https://www.airbnb.com/rooms/59121,Rental unit in Queens · ★4.75 · 3 bedrooms · 6 beds · 1 bath,204539,https://www.airbnb.com/users/show/204539,Mark,8/17/2010,t,10,10,40.70271,-73.8993,Entire home/apt,9,3,6,$239.00 ,30,730,t,4,2,0,9/17/2012,2/10/2023,4.75,9,0.03
201514,https://www.airbnb.com/rooms/201514,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,985846,https://www.airbnb.com/users/show/985846,Tere,8/17/2011,f,1,3,40.82553,-73.94511,Entire home/apt,4,1,1,$150.00 ,30,60,f,1,0,0,10/5/2017,10/5/2017,0,1,0.01
222304,https://www.airbnb.com/rooms/222304,Rental unit in New York · ★4.79 · 1 bedroom · 1 bed · 1 bath,1153993,https://www.airbnb.com/users/show/1153993,Anton,9/13/2011,f,1,1,40.7401,-74.00019,Entire home/apt,2,1,1,$129.00 ,30,31,t,35,0,0,10/24/2011,10/1/2021,4.79,1,0.25
222913,https://www.airbnb.com/rooms/222913,Rental unit in New York · ★4.67 · 2 bedrooms · 2 beds · 1 bath,1157620,https://www.airbnb.com/users/show/1157620,Rachel,9/14/2011,f,1,1,40.71254,-73.98352,Entire home/apt,4,2,2,$220.00 ,30,60,t,230,0,0,11/30/2011,1/3/2022,4.67,1,1.64
223930,https://www.airbnb.com/rooms/223930,Rental unit in Brooklyn · ★4.81 · 1 bedroom · 1 bed · 1 bath,1164642,https://www.airbnb.com/users/show/1164642,Rosalynn,9/15/2011,f,1,1,40.67319,-73.96804,Entire home/apt,2,1,1,$150.00 ,30,60,t,21,0,0,9/23/2011,6/23/2019,4.81,1,0.15
201992,https://www.airbnb.com/rooms/201992,Rental unit in Brooklyn · ★4.84 · 1 bedroom · 2 beds · 1 bath,988350,https://www.airbnb.com/users/show/988350,Andrea,8/18/2011,f,1,1,40.67466,-73.97853,Entire home/apt,4,1,2,$190.00 ,30,30,t,106,0,0,3/13/2014,7/2/2019,4.84,1,0.94
202273,https://www.airbnb.com/rooms/202273,Rental unit in Brooklyn · ★4.41 · 1 bedroom · 1 bed · 1 bath,918087,https://www.airbnb.com/users/show/918087,Jacqui,8/3/2011,,3,3,40.68702,-73.94917,Private room,2,,1,$55.00 ,30,101,t,72,0,0,10/1/2011,12/26/2016,4.41,3,0.51
203901,https://www.airbnb.com/rooms/203901,Rental unit in New York · ★5.0 · 1 bedroom · 1 bed · 1 bath,1000477,https://www.airbnb.com/users/show/1000477,Elizabeth,8/21/2011,f,1,1,40.76922,-73.95648,Entire home/apt,4,1,1,$190.00 ,30,1125,t,8,0,0,8/31/2011,9/18/2016,5,1,0.06
224004,https://www.airbnb.com/rooms/224004,Rental unit in New York · ★4.62 · 1 bedroom · 1 bed · 1 shared bath,1165231,https://www.airbnb.com/users/show/1165231,Deirdre,9/15/2011,,1,3,40.80529,-73.95307,Private room,2,,1,$100.00 ,30,365,t,70,2,0,10/16/2011,5/1/2023,4.62,1,0.49
225354,https://www.airbnb.com/rooms/225354,Rental unit in Brooklyn · ★4.80 · 1 bedroom · 1 bed · 1 bath,1158300,https://www.airbnb.com/users/show/1158300,Camila,9/14/2011,f,1,1,40.71085,-73.96672,Entire home/apt,2,1,1,$180.00 ,30,365,t,11,0,0,10/13/2011,9/1/2019,4.8,1,0.08
204065,https://www.airbnb.com/rooms/204065,Home in Brooklyn · ★4.58 · 2 bedrooms · 5 beds · 1 bath,51038,https://www.airbnb.com/users/show/51038,Erica,11/3/2009,f,5,8,40.687,-73.96149,Entire home/apt,8,2,5,$448.00 ,2,365,t,109,19,2,9/6/2011,5/19/2023,4.58,2,0.76
205485,https://www.airbnb.com/rooms/205485,Rental unit in Brooklyn · ★4.90 · 1 bedroom · 1 bed · 1 bath,1010242,https://www.airbnb.com/users/show/1010242,Zora & Chris,8/23/2011,t,1,1,40.68339,-73.94034,Entire home/apt,2,1,1,$185.00 ,3,30,t,155,14,3,9/7/2011,5/29/2023,4.9,1,1.08
205867,https://www.airbnb.com/rooms/205867,Rental unit in Brooklyn · ★4.75 · 1 bedroom · 3 beds · 1 bath,1012691,https://www.airbnb.com/users/show/1012691,Tiffaney,8/23/2011,t,1,1,40.72002,-73.94238,Entire home/apt,3,1,3,$120.00 ,4,365,t,137,26,0,4/12/2012,4/29/2023,4.75,1,1.01
206316,https://www.airbnb.com/rooms/206316,Rental unit in Brooklyn · ★4.75 · Studio · 2 beds · 1 bath,1014639,https://www.airbnb.com/users/show/1014639,Brett,8/24/2011,f,1,1,40.6878,-73.97253,Entire home/apt,2,,2,$157.00 ,30,730,t,4,0,0,9/17/2017,8/27/2018,4.75,1,0.06
225976,https://www.airbnb.com/rooms/225976,Rental unit in Staten Island · ★4.57 · 1 bedroom · 1 bed · 1 bath,1177947,https://www.airbnb.com/users/show/1177947,Marina,9/18/2011,t,1,1,40.61019,-74.06757,Entire home/apt,3,1,1,$80.00 ,4,1125,t,94,6,0,9/26/2011,3/4/2023,4.57,1,0.66
226021,https://www.airbnb.com/rooms/226021,Rental unit in Brooklyn · ★4.92 · 2 bedrooms · 3 beds · 1 bath,815977,https://www.airbnb.com/users/show/815977,Ryan,7/13/2011,t,2,5,40.71137,-73.9465,Entire home/apt,5,2,3,$304.00 ,30,250,t,242,35,2,10/2/2011,5/20/2023,4.92,2,1.7
227495,https://www.airbnb.com/rooms/227495,Rental unit in New York · ★4.58 · 1 bedroom · 2 beds · 1 bath,959931,https://www.airbnb.com/users/show/959931,Kimball,8/12/2011,f,1,4,40.78764,-73.97274,Entire home/apt,2,1,2,$205.00 ,30,365,t,104,0,0,9/26/2011,5/19/2022,4.58,1,0.73
206957,https://www.airbnb.com/rooms/206957,Houseboat in Brooklyn · ★4.61 · 1 bedroom · 4 beds · 1 private bath,1018472,https://www.airbnb.com/users/show/1018472,Angus,8/25/2011,,2,2,40.5847,-73.94088,Private room,4,,4,$72.00 ,14,365,t,129,0,0,9/7/2011,7/26/2019,4.61,2,0.9
208148,https://www.airbnb.com/rooms/208148,Rental unit in Brooklyn · ★4.82 · 1 bedroom · 1 bed · 1 bath,1024355,https://www.airbnb.com/users/show/1024355,Martina,8/26/2011,f,1,1,40.71955,-73.95471,Entire home/apt,2,1,1,$185.00 ,30,365,t,14,0,0,12/1/2011,8/31/2015,4.82,1,0.1
227715,https://www.airbnb.com/rooms/227715,Rental unit in Brooklyn · ★4.60 · 2 bedrooms · 2 beds · 1 bath,209460,https://www.airbnb.com/users/show/209460,Marylyn Palmer,8/22/2010,t,4,13,40.6805,-73.94885,Entire home/apt,4,2,2,$134.00 ,30,365,t,260,1,0,9/25/2011,7/13/2022,4.6,4,1.83
228317,https://www.airbnb.com/rooms/228317,Rental unit in Brooklyn · ★4.90 · 1 bedroom · 1 bed · 1 bath,1191142,https://www.airbnb.com/users/show/1191142,Lady Jay,9/21/2011,t,1,1,40.68463,-73.92367,Entire home/apt,4,1,1,$175.00 ,30,1125,t,92,0,0,10/16/2011,5/15/2022,4.9,1,0.65
228925,https://www.airbnb.com/rooms/228925,Home in Brooklyn · ★4.63 · 1 bedroom · 2 beds · 1 bath,1194377,https://www.airbnb.com/users/show/1194377,Marceline,9/22/2011,f,1,1,40.68098,-73.94023,Entire home/apt,2,1,2,$100.00 ,30,90,f,11,0,0,10/1/2016,7/29/2021,4.63,1,0.14
230877,https://www.airbnb.com/rooms/230877,Rental unit in New York · ★4.90 · 1 bedroom · 1 bed · 1 bath,292204,https://www.airbnb.com/users/show/292204,Blanca,11/19/2010,t,4,5,40.79147,-73.94629,Entire home/apt,2,1,1,$160.00 ,30,60,t,122,2,0,9/28/2011,8/31/2022,4.9,4,0.86
231154,https://www.airbnb.com/rooms/231154,Home in Jamaica · ★4.18 · 1 bedroom · 1 bed · 1 private bath,27848,https://www.airbnb.com/users/show/27848,Jullett,7/27/2009,f,2,4,40.67144,-73.76501,Private room,3,1,1,$75.00 ,30,365,f,31,0,0,10/10/2011,10/14/2018,4.18,2,0.22
232612,https://www.airbnb.com/rooms/232612,Rental unit in Brooklyn · ★4.85 · Studio · 1 bed · 1 bath,1217241,https://www.airbnb.com/users/show/1217241,Dee,9/27/2011,t,1,3,40.685,-73.94262,Entire home/apt,2,,1,$138.00 ,3,28,t,464,55,4,10/16/2011,5/28/2023,4.85,1,3.27
232775,https://www.airbnb.com/rooms/232775,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 bath,842156,https://www.airbnb.com/users/show/842156,Alyssa & Dion,7/19/2011,f,1,1,40.72113,-73.95658,Entire home/apt,2,1,1,$195.00 ,181,365,t,4,0,0,10/18/2011,5/7/2013,5,1,0.03
233638,https://www.airbnb.com/rooms/233638,Rental unit in New York · ★4.70 · 1 bedroom · 2 beds · 1 bath,1012895,https://www.airbnb.com/users/show/1012895,Melody,8/24/2011,,1,5,40.70132,-73.90883,Private room,2,,2,$89.00 ,2,1125,t,21,1,1,4/22/2013,5/31/2023,4.7,1,0.17
235515,https://www.airbnb.com/rooms/235515,Home in Queens · ★4.77 · 1 bedroom · 1 bed · 1 shared bath,1234135,https://www.airbnb.com/users/show/1234135,Santiago,10/1/2011,,6,9,40.70148,-73.82972,Private room,1,,1,$56.00 ,3,1125,t,96,22,3,10/16/2011,5/31/2023,4.77,5,0.68
235552,https://www.airbnb.com/rooms/235552,Loft in Brooklyn · ★4.92 · 3 bedrooms · 3 beds · 2 baths,1234405,https://www.airbnb.com/users/show/1234405,Bertie,10/1/2011,f,1,1,40.66386,-73.98519,Entire home/apt,5,3,3,$300.00 ,30,1125,t,38,0,0,1/4/2012,12/27/2019,4.92,1,0.27
235651,https://www.airbnb.com/rooms/235651,Rental unit in New York · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,83257,https://www.airbnb.com/users/show/83257,Olan,2/20/2010,f,2,3,40.74168,-74.00339,Private room,3,1,1,$110.00 ,30,1000,t,86,0,0,11/1/2011,1/18/2020,4.88,2,0.61
235951,https://www.airbnb.com/rooms/235951,Condo in New York · ★4.68 · 1 bedroom · 1 bed · 1 bath,1236070,https://www.airbnb.com/users/show/1236070,Daniel,10/2/2011,f,1,1,40.75408,-73.97071,Entire home/apt,2,1,1,$155.00 ,29,130,t,156,5,0,10/17/2011,4/18/2023,4.68,1,1.1
235960,https://www.airbnb.com/rooms/235960,Rental unit in New York · ★4.69 · 1 bedroom · 1 bed · 1 bath,1236817,https://www.airbnb.com/users/show/1236817,Blue,10/2/2011,f,1,1,40.72113,-73.98442,Entire home/apt,2,1,1,$170.00 ,30,365,t,113,3,0,10/10/2011,3/7/2023,4.69,1,0.8
236671,https://www.airbnb.com/rooms/236671,Home in Brooklyn · ★4.78 · 1 bedroom · 2 beds · 1 bath,1240820,https://www.airbnb.com/users/show/1240820,Yvonne,10/3/2011,f,3,5,40.71732,-73.95561,Entire home/apt,1,1,2,$200.00 ,30,1125,t,165,0,0,12/15/2011,4/3/2021,4.78,3,1.18
237162,https://www.airbnb.com/rooms/237162,Home in Queens · ★4.45 · 1 bedroom · 1 bed · 1.5 shared baths,1234135,https://www.airbnb.com/users/show/1234135,Santiago,10/1/2011,,6,9,40.70017,-73.83186,Private room,1,,1,$71.00 ,3,1125,t,59,0,0,10/9/2011,1/4/2019,4.45,5,0.42
239733,https://www.airbnb.com/rooms/239733,Guesthouse in Queens · ★4.87 · 1 bedroom · 1 bed · 1 bath,1256874,https://www.airbnb.com/users/show/1256874,Nancy,10/6/2011,t,1,3,40.77539,-73.91709,Entire home/apt,1,1,1,$75.00 ,30,120,t,58,3,0,11/25/2011,3/31/2023,4.87,1,0.41
